"time","SH","EH","IH","RH","AV","SV","EV","IV","Inc","IncCS","R0","Vls","EIC"
2.875,270000,0,0,0,1483216.72779369,65760.0185823646,0,0,0,0,0.00552011999067607,9.1623511230158,11.5391716537912
2.9375,270000,0,0,0,1478572.83866382,67895.2465401419,0,0,0,0,0.00610585006638475,9.26917720228512,11.5253805724021
3,270000,0,0,0,1473931.85556927,70067.4406781135,0,0,0,0,0.00673746964648136,9.37259803672224,11.5086000205446
3.0625,270000,0,0,0,1469294.70056847,72276.4819130825,0,0,0,0,0.00741945609367406,9.47338986095004,11.4890535813868
3.125,270000,0,0,0,1464658.17746552,74524.7602030198,0,0,0,0,0.00816051106199412,9.57381206634333,11.4669505887726
3.1875,270000,0,0,0,1460004.1578703,76816.3145675642,0,0,0,0,0.00895688694198234,9.67133366595078,11.4421744189501
3.25,270000,0,0,0,1455341.50872261,79143.0362924117,0,0,0,0,0.00981401611066514,9.76616060041091,11.4137378722717
3.3125,270000,0,0,0,1450669.96930557,81506.0000187614,0,0,0,0,0.0107333909326812,9.85848676486532,11.3834242289059
3.375,270000,0,0,0,1445984.87662133,83910.7608073031,0,0,0,0,0.0117191996802165,9.94849474702965,11.3513859947133
3.4375,270000,0,0,0,1441342.75089135,86212.9018795496,0,0,0,0,0.012603379287442,10.026242884329,11.3271502606196
3.5,270000,0,0,0,1436935.47147517,87864.2320505321,0,0,0,0,0.0127135201120274,10.0533814216364,11.3466901210639
