"time","SH","EH","IH","RH","AV","SV","EV","IV","Inc","IncCS","R0","Vls","EIC"
94.8125,270000,0,0,0,9044.89831107637,1596.36769861295,0,0,0,0,1.20260525575818e-05,7.00622833659927,14.0572133439814
94.875,270000,0,0,0,8995.47289729874,1584.64116820745,0,0,0,0,1.12974309613462e-05,6.96647302586828,14.0973785682864
94.9375,270000,0,0,0,8945.77416412941,1572.83560241326,0,0,0,0,1.06129543102596e-05,6.92738856090979,14.1378137809031
95,270000,0,0,0,8895.78462971719,1560.99761960954,0,0,0,0,9.96994799765073e-06,6.88889025463002,14.1763645881879
95.0625,270000,0,0,0,8845.59581637243,1549.12788192861,0,0,0,0,9.36589946305346e-06,6.85092789279799,14.2153030748536
95.125,270000,0,0,0,8795.21151190262,1537.23600342832,0,0,0,0,8.79844837432522e-06,6.81344846536327,14.2524520112062
95.1875,270000,0,0,0,8744.621153626,1525.36484859771,0,0,0,0,8.26537740459998e-06,6.77656088815213,14.2900936605512
95.25,270000,0,0,0,8693.96015003855,1513.49747216253,0,0,0,0,7.76460356803821e-06,6.74090506367062,14.32602855033
95.3125,270000,0,0,0,8643.23766542029,1501.60485389442,0,0,0,0,7.29417008051565e-06,6.70567740289747,14.3625500303291
95.375,270000,0,0,0,8592.4679546716,1489.72971551582,0,0,0,0,6.85223871344992e-06,6.67164443700113,14.3968587860008
95.4375,270000,0,0,0,8541.71768805759,1477.90803037352,0,0,0,0,6.43708261088367e-06,6.63872714153227,14.4296669783113
95.5,270000,0,0,0,8491.08811354612,1466.10222769601,0,0,0,0,6.04707954175908e-06,6.60680070692217,14.4632717463526
95.5625,270000,0,0,0,8440.4793245269,1454.35627373192,0,0,0,0,5.68070556101716e-06,6.57578815438699,14.4948405046878
95.625,270000,0,0,0,8389.96366753984,1442.66240607593,0,0,0,0,5.33652905475007e-06,6.54566183395136,14.5244966088929
95.6875,270000,0,0,0,8339.51610781264,1430.98510086662,0,0,0,0,5.01320514614066e-06,6.51634534522503,14.5529383537726
95.75,270000,0,0,0,8289.16404631756,1419.36004976608,0,0,0,0,4.7094704403283e-06,6.48780080755884,14.5824620025574
95.8125,270000,0,0,0,8238.86939849781,1407.75417107349,0,0,0,0,4.42413808766784e-06,6.46000885705324,14.61019690412
95.875,270000,0,0,0,8188.58385938387,1396.20155908486,0,0,0,0,4.1560931460895e-06,6.43290704434285,14.6362514331619
95.9375,270000,0,0,0,8138.28505119297,1384.66971194009,0,0,0,0,3.90428822443983e-06,6.40648649308498,14.661314173902
96,270000,0,0,0,8088.0162041557,1373.18687029111,0,0,0,0,3.66773938977924e-06,6.38054824071095,14.6876845540316
96.0625,270000,0,0,0,8037.79952114637,1361.69508506393,0,0,0,0,3.44552232264338e-06,6.354447853382,14.7130484212586
96.125,270000,0,0,0,7987.53242296095,1350.26018064272,0,0,0,0,3.23676870524641e-06,6.32898803451219,14.7397229325224
96.1875,270000,0,0,0,7937.25969662015,1338.83513209081,0,0,0,0,3.04066282851056e-06,6.3039811361298,14.7647813170575
96.25,270000,0,0,0,7886.97736028458,1327.40597700671,0,0,0,0,2.85643840466622e-06,6.27881867775122,14.7889171402666
96.3125,270000,0,0,0,7836.64258795816,1316.03017247638,0,0,0,0,2.68337557296682e-06,6.25410789950653,14.8144595004597
96.375,270000,0,0,0,7786.24364565259,1304.63873168571,0,0,0,0,2.52079808681801e-06,6.22909962594791,14.839054489222
96.4375,270000,0,0,0,7735.83370188595,1293.2474442297,0,0,0,0,2.36807067132984e-06,6.20397847167279,14.8650499292677
96.5,270000,0,0,0,7685.31568284978,1281.91246130455,0,0,0,0,2.22459654096768e-06,6.17933357234733,14.8894703854246
96.5625,270000,0,0,0,7634.73510768848,1270.56630721591,0,0,0,0,2.08981506759945e-06,6.15443261388035,14.913016006839
96.625,270000,0,0,0,7584.09133941436,1259.21905404904,0,0,0,0,1.96319958983035e-06,6.12931424921847,14.9380476391256
96.6875,270000,0,0,0,7533.37400695444,1247.91027743687,0,0,0,0,1.84425535506229e-06,6.10417844824637,14.9621720236114
96.75,270000,0,0,0,7482.68271886583,1236.62368177828,0,0,0,0,1.73251758623785e-06,6.07958764243311,14.9877695868339
96.8125,270000,0,0,0,7431.96158757477,1225.34672438027,0,0,0,0,1.62754966571436e-06,6.05497588760311,15.0118162723027
96.875,270000,0,0,0,7381.25219098806,1214.1337794816,0,0,0,0,1.52894142917138e-06,6.03091806547509,15.0350200541608
96.9375,270000,0,0,0,7330.59110949129,1202.93251017062,0,0,0,0,1.43630756288504e-06,6.00682933944532,15.0597752801394
97,270000,0,0,0,7279.95233218246,1191.7964333587,0,0,0,0,1.34928609810707e-06,5.9832768314333,15.0830306629913
97.0625,270000,0,0,0,7229.37167401202,1180.67422869904,0,0,0,0,1.26753699666394e-06,5.95969000600404,15.1054958079914
97.125,270000,0,0,0,7178.83625182914,1169.62489675132,0,0,0,0,1.190740822251e-06,5.93679532767578,15.1295798972359
97.1875,270000,0,0,0,7128.43262196979,1158.61341150393,0,0,0,0,1.11859749222846e-06,5.91441359514136,15.1522048054676
97.25,270000,0,0,0,7078.0825392767,1147.64899421741,0,0,0,0,1.05082510504208e-06,5.89198023320516,15.1740824522404
97.3125,270000,0,0,0,7027.88303363703,1136.72906168102,0,0,0,0,9.87158838687247e-07,5.87018373213406,15.1976376498507
97.375,270000,0,0,0,6977.80108707346,1125.89046651158,0,0,0,0,9.27349915911474e-07,5.84898904387575,15.2197657103682
97.4375,270000,0,0,0,6927.84783168435,1115.12584455163,0,0,0,0,8.71164632111988e-07,5.82836850006434,15.2405530996472
97.5,270000,0,0,0,6878.05446859648,1104.40743433137,0,0,0,0,8.18383442130276e-07,5.80831622067328,15.2607093905266
97.5625,270000,0,0,0,6828.39977231645,1093.77125919772,0,0,0,0,7.68800102374881e-07,5.78880112182099,15.2826708033708
97.625,270000,0,0,0,6778.94879482966,1083.21694766364,0,0,0,0,7.22220864920287e-07,5.76979397890309,15.3033016416472
97.6875,270000,0,0,0,6729.72385020097,1072.74201280697,0,0,0,0,6.7846372043281e-07,5.75140325098273,15.3226825207831
97.75,270000,0,0,0,6680.81519770822,1062.34275591591,0,0,0,0,6.37357686965383e-07,5.73425429724422,15.3408891719646
97.8125,270000,0,0,0,6632.20616531979,1052.05419298248,0,0,0,0,5.98742141842171e-07,5.71829729692971,15.3579927380578
97.875,270000,0,0,0,6583.96163589109,1041.87486327445,0,0,0,0,5.62466194021959e-07,5.7034548784513,15.374060051601
97.9375,270000,0,0,0,6536.12774307977,1031.80298590363,0,0,0,0,5.28388094488339e-07,5.68964478948082,15.3891538959541
98,270000,0,0,0,6488.66603870294,1021.85036951239,0,0,0,0,4.9637468236267e-07,5.67698697961396,15.4033332506263
98.0625,270000,0,0,0,6441.65934011904,1012.05971293726,0,0,0,0,4.66300864574986e-07,5.66590891492632,15.4166535217391
98.125,270000,0,0,0,6395.14349960423,1002.37700854297,0,0,0,0,4.38049127060221e-07,5.65579892244617,15.4291667585274
98.1875,270000,0,0,0,6349.12430634572,992.824365454508,0,0,0,0,4.11509075569831e-07,5.64728802566821,15.4402935110374
98.25,270000,0,0,0,6303.64272130002,983.406359390299,0,0,0,0,3.86577004303681e-07,5.64028426215537,15.4477197980438
98.3125,270000,0,0,0,6258.68448069593,974.15128216521,0,0,0,0,3.63155490677705e-07,5.63484189730302,15.4546961491242
98.375,270000,0,0,0,6214.32701702521,965.04793988516,0,0,0,0,3.4115301464302e-07,5.63140874287027,15.4606263122577
98.4375,270000,0,0,0,6170.54794419985,956.102125356815,0,0,0,0,3.20483601069398e-07,5.62934277415909,15.4631941347403
98.5,270000,0,0,0,6127.42238983506,947.307730454905,0,0,0,0,3.01066483795877e-07,5.62927726209349,15.4656063807437
98.5625,270000,0,0,0,6084.91062415479,938.692848192736,0,0,0,0,2.82825790035055e-07,5.63108338403821,15.4672537417836
98.625,270000,0,0,0,6043.01661939963,930.254063241113,0,0,0,0,2.65690243898812e-07,5.6346663761818,15.4658212558799
98.6875,270000,0,0,0,6001.78466276468,921.981647477525,0,0,0,0,2.49592887886094e-07,5.63993194037286,15.4638615486762
98.75,270000,0,0,0,5961.17263101223,913.842858021944,0,0,0,0,2.34470821245229e-07,5.64662002400396,15.4590632841024
98.8125,270000,0,0,0,5921.1452963484,905.849686383577,0,0,0,0,2.20264954187969e-07,5.65408202633588,15.4539463897099
98.875,270000,0,0,0,5881.70165148147,898.013016320677,0,0,0,0,2.06919776994977e-07,5.6629805453358,15.4462047111217
98.9375,270000,0,0,0,5842.85953411665,890.305737419666,0,0,0,0,1.943831431102e-07,5.67324771864148,15.4383273513585
99,270000,0,0,0,5804.58333695719,882.755660177206,0,0,0,0,1.82606065377474e-07,5.68481438965178,15.4280146888617
99.0625,270000,0,0,0,5766.86778680793,875.349102493401,0,0,0,0,1.71542524621852e-07,5.69743059346848,15.4177266771778
99.125,270000,0,0,0,5729.7331309617,868.04340840226,0,0,0,0,1.61149289828911e-07,5.71042106278697,15.4051713984015
99.1875,270000,0,0,0,5693.14230227314,860.885951563077,0,0,0,0,1.51385749218683e-07,5.72452877383878,15.393376805413
99.25,270000,0,0,0,5657.07848902527,853.873404883174,0,0,0,0,1.42213751554186e-07,5.73967793466303,15.3817011613496
99.3125,270000,0,0,0,5621.50377137134,846.993530320286,0,0,0,0,1.33597457064873e-07,5.75566152575344,15.367864056309
99.375,270000,0,0,0,5586.48201802821,840.205604577492,0,0,0,0,1.25503197401633e-07,5.7718169101701,15.354274111519
99.4375,270000,0,0,0,5551.98094359068,833.555159262385,0,0,0,0,1.17899344077493e-07,5.78889967340982,15.3386601768857
99.5,270000,0,0,0,5517.98267862511,827.039167176216,0,0,0,0,1.10756184878206e-07,5.8068453766241,15.3234054669985
99.5625,270000,0,0,0,5484.44772292087,820.646036399886,0,0,0,0,1.04045807761438e-07,5.82545803368176,15.3062488792499
99.625,270000,0,0,0,5451.45259409107,814.336949409198,0,0,0,0,9.77419917896844e-08,5.84409073478523,15.2895493435067
99.6875,270000,0,0,0,5419.00113782347,808.156633786008,0,0,0,0,9.18201046717637e-08,5.86354942374896,15.2710564794633
99.75,270000,0,0,0,5387.04361074364,802.103553580641,0,0,0,0,8.62570065112467e-08,5.88383389942401,15.2531059424728
99.8125,270000,0,0,0,5355.62339127278,796.179294260017,0,0,0,0,8.10309593870902e-08,5.90509902704001,15.2334586500388
99.875,270000,0,0,0,5324.73416214311,790.396529776317,0,0,0,0,7.61215424120565e-08,5.92801485122914,15.2144278943408
99.9375,270000,0,0,0,5294.36929222286,784.735115814104,0,0,0,0,7.15095719377259e-08,5.95166006784808,15.1932167658192
100,270000,0,0,0,5264.52399725308,779.198543428051,0,0,0,0,6.71770265940677e-08,5.97601378531936,15.1705473014686
100.0625,270000,0,0,0,5235.20883414952,773.810107468879,0,0,0,0,6.31069768704974e-08,6.00124925308149,15.1486858703152
100.125,270000,0,0,0,5206.40667827304,768.554619515466,0,0,0,0,5.92835189636945e-08,6.02808014386718,15.1248642889912
100.1875,270000,0,0,0,5178.15177971135,763.421485861513,0,0,0,0,5.56917126327356e-08,6.05573944423342,15.0992252777505
100.25,270000,0,0,0,5150.42893696306,758.447276720662,0,0,0,0,5.2317522820174e-08,6.08513741696906,15.0719026486357
100.3125,270000,0,0,0,5123.28777821087,753.605133983388,0,0,0,0,4.91477648094153e-08,6.11605952155556,15.0435710473749
100.375,270000,0,0,0,5096.66410795382,748.900573615431,0,0,0,0,4.61700527052957e-08,6.14771326724179,15.0164067724461
100.4375,270000,0,0,0,5070.60796689607,744.327126343222,0,0,0,0,4.3372751036397e-08,6.18106155035249,14.9876979211559
100.5,270000,0,0,0,5045.05325047414,739.909382671994,0,0,0,0,4.074492928859e-08,6.21609653601497,14.9575610129315
100.5625,270000,0,0,0,5020.04000056276,735.644531849574,0,0,0,0,4.07003846795849e-08,6.25276832362081,14.9261052611475
100.625,270000,0,0,0,4995.56317388451,731.529038542281,0,0,0,0,5.51784591848022e-08,6.29098069664857,14.8934330192969
100.6875,270000,0,0,0,4971.613666026,727.551862583211,0,0,0,0,8.56681367719911e-08,6.33047488432031,14.8596402000662
100.75,270000,0,0,0,4948.1712739663,723.676214785282,0,0,0,0,1.325513948272e-07,6.37032833444668,14.8248166689603
100.8125,270000,0,0,0,4925.24155321355,719.941819091648,0,0,0,0,1.96539070443849e-07,6.41158747249487,14.7890466140178
100.875,270000,0,0,0,4902.7753455911,716.34585431813,0,0,0,0,2.78377211657478e-07,6.45419051889543,14.752408893068
100.9375,270000,0,0,0,4880.76912021697,712.882092917933,0,0,0,0,3.79128798472519e-07,6.49782603148912,14.7149773598914
101,270000,0,0,0,4859.21905947466,709.535707055461,0,0,0,0,4.98231248602088e-07,6.54158978144969,14.6768211705626
101.0625,270000,0,0,0,4838.12187802259,706.316726915359,0,0,0,0,6.36702032858264e-07,6.58634046554095,14.638005071178
101.125,270000,0,0,0,4817.47393412537,703.210213461016,0,0,0,0,7.94692931265677e-07,6.63112361512244,14.598589668097
101.1875,270000,0,0,0,4797.2632593547,700.226732069759,0,0,0,0,9.73289482158941e-07,6.67686517835546,14.5586316817569
101.25,270000,0,0,0,4777.45187199075,697.351475149657,0,0,0,0,1.17249467255496e-06,6.7225781536472,14.518184185059
101.3125,270000,0,0,0,4758.07110920062,694.594695771528,0,0,0,0,1.39358149891478e-06,6.76919362824722,14.4772968272603
101.375,270000,0,0,0,4739.07195577673,691.944068671626,0,0,0,0,1.6361481231842e-06,6.8154745279288,14.4360160442508
101.4375,270000,0,0,0,4720.43153104177,689.420043976736,0,0,0,0,1.90096693767914e-06,6.86166029647903,14.3943852560425
101.5,270000,0,0,0,4702.17279408766,687.008403355573,0,0,0,0,2.18970990209747e-06,6.90874793298278,14.352445052245
101.5625,270000,0,0,0,4684.293230703,684.691666410523,0,0,0,0,2.50150895171967e-06,6.95540768053423,14.3102333662577
101.625,270000,0,0,0,4666.79018577346,682.469805143237,0,0,0,0,2.83711172555327e-06,7.00178618441407,14.267785638862
101.6875,270000,0,0,0,4649.65776906938,680.350563231553,0,0,0,0,3.19784132842125e-06,7.04828643008807,14.2251349718573
101.75,270000,0,0,0,4632.86636559761,678.364507047699,0,0,0,0,3.58655386155018e-06,7.09601900362518,14.1823122723451
101.8125,270000,0,0,0,4616.4055251268,676.471607858862,0,0,0,0,4.00169537419141e-06,7.14370454284007,14.1393463882281
101.875,270000,0,0,0,4600.30271474501,674.676153187822,0,0,0,0,4.44454284576715e-06,7.19143039266566,14.0962642354574
101.9375,270000,0,0,0,4584.50364776379,672.996675360726,0,0,0,0,4.91556330751699e-06,7.23928790508927,14.0530909175301
102,270000,0,0,0,4569.06394890189,671.408931959591,0,0,0,0,5.41595419175806e-06,7.28738629546158,14.0098498377045
102.0625,270000,0,0,0,4553.93709986211,669.916874036283,0,0,0,0,5.94715387069247e-06,7.33577140578617,13.9665628043789
102.125,270000,0,0,0,4539.10358008221,668.539276557001,0,0,0,0,6.50997093181647e-06,7.38456268539009,13.9232501300454
102.1875,270000,0,0,0,4524.586569114,667.25215083883,0,0,0,0,7.10621372104476e-06,7.43385933798951,13.8799307242112
102.25,270000,0,0,0,4510.38070084954,666.059440899096,0,0,0,0,7.73652765173685e-06,7.48369692975419,13.836622180652
102.3125,270000,0,0,0,4496.45851565656,664.979701080766,0,0,0,0,8.40313527294834e-06,7.53417901359401,13.7933408593431
102.375,270000,0,0,0,4482.8070334316,663.990512326931,0,0,0,0,9.10602587095825e-06,7.58504313352873,13.7501019633898
102.4375,270000,0,0,0,4469.4344535264,663.102633110436,0,0,0,0,9.84115273193334e-06,7.63513541914822,13.7069196112625
102.5,270000,0,0,0,4456.31365942307,662.326173035045,0,0,0,0,1.06173095730291e-05,7.68617603042537,13.6638069046199
102.5625,270000,0,0,0,4443.49418586366,661.641621138967,0,0,0,0,1.14360273653576e-05,7.73817563101362,13.6207759919894
102.625,270000,0,0,0,4430.91734622497,661.063774927805,0,0,0,0,1.22968273643241e-05,7.79082683197066,13.5778381285565
102.6875,270000,0,0,0,4418.60022506351,660.560841092628,0,0,0,0,1.319215338945e-05,7.84280247501903,13.5350037322985
102.75,270000,0,0,0,4406.52448939763,660.16243460694,0,0,0,0,1.41296925007609e-05,7.8954788267757,13.4922824366856
102.8125,270000,0,0,0,4394.70620927564,659.837251815258,0,0,0,0,1.51024120782212e-05,7.94752749572079,13.4496831401576
102.875,270000,0,0,0,4383.11750564034,659.614480957085,0,0,0,0,1.61168679999479e-05,8.0003132677017,13.407214052572
102.9375,270000,0,0,0,4371.75040282993,659.458415689461,0,0,0,0,1.71649056781768e-05,8.05247466286247,13.3648827388082
103,270000,0,0,0,4360.63007200494,659.3847614242,0,0,0,0,1.82557955892035e-05,8.10541693868709,13.3226961596998
103.0625,270000,0,0,0,4349.69843848811,659.396209793952,0,0,0,0,1.93785162174169e-05,8.15741553220171,13.2806607104579
103.125,270000,0,0,0,4338.97206286604,659.476624340807,0,0,0,0,2.05345390142051e-05,8.20887720333973,13.2387822567385
103.1875,270000,0,0,0,4328.4327398034,659.655311086938,0,0,0,0,2.17338059295457e-05,8.26127125928826,13.1970661684957
103.25,270000,0,0,0,4318.10197022069,659.893696306147,0,0,0,0,2.29641859085705e-05,8.31273358478866,13.1555173517572
103.3125,270000,0,0,0,4307.97113225566,660.19135299839,0,0,0,0,2.4224724304568e-05,8.36333859188087,13.1141402784476
103.375,270000,0,0,0,4298.00380411504,660.55231109353,0,0,0,0,2.55141072116689e-05,8.41315640076274,13.0733377543151
103.4375,270000,0,0,0,4288.21138941609,660.993821577258,0,0,0,0,2.68283663546581e-05,8.46224420532629,13.034608589891
103.5,270000,0,0,0,4278.58557200139,661.495653609648,0,0,0,0,2.81759277886523e-05,8.51101698933488,12.9959091437457
103.5625,270000,0,0,0,4269.15559311244,662.069412118705,0,0,0,0,2.95691285433697e-05,8.561023193084,12.9572518211738
103.625,270000,0,0,0,4259.88456242428,662.699610490542,0,0,0,0,3.09914017529237e-05,8.61031960961517,12.9186481456108
103.6875,270000,0,0,0,4250.77626617784,663.39029254508,0,0,0,0,3.24471946034375e-05,8.65896835053032,12.8801088136488
103.75,270000,0,0,0,4241.84520990739,664.155644840633,0,0,0,0,3.39296622965721e-05,8.70661974299958,12.8420304770591
103.8125,270000,0,0,0,4233.0757107169,664.960991616642,0,0,0,0,3.54234344912101e-05,8.75178322407996,12.805872459595
103.875,270000,0,0,0,4224.46990653269,665.820888665263,0,0,0,0,3.69535879138921e-05,8.7965444078026,12.7696581248286
103.9375,270000,0,0,0,4216.02288455894,666.739740643963,0,0,0,0,3.85225187627075e-05,8.84099123186062,12.7334044550199
104,270000,0,0,0,4207.71835619188,667.734571971488,0,0,0,0,4.01310573987686e-05,8.88515358865635,12.6971272809668
104.0625,270000,0,0,0,4199.58061930758,668.782769191429,0,0,0,0,4.17808588478821e-05,8.92903377406958,12.6608413532399
104.125,270000,0,0,0,4191.60586794666,669.888688149813,0,0,0,0,4.34719190292774e-05,8.97270443955586,12.6249356643789
104.1875,270000,0,0,0,4183.77799616087,671.06903693398,0,0,0,0,4.52011803400532e-05,9.01615421691226,12.5908301356523
104.25,270000,0,0,0,4176.12116008623,672.301714107859,0,0,0,0,4.69762316523952e-05,9.05942653592418,12.5566105754842
104.3125,270000,0,0,0,4168.6235582428,673.59109481,0,0,0,0,4.88012507248295e-05,9.10258893152914,12.5222968645577
104.375,270000,0,0,0,4161.24016939274,674.953801817318,0,0,0,0,5.06750785726189e-05,9.14562424427119,12.4879075636276
104.4375,270000,0,0,0,4154.03171858797,676.364729617937,0,0,0,0,5.25932420405467e-05,9.18811764208729,12.4534599948568
104.5,270000,0,0,0,4146.99399616219,677.815732058399,0,0,0,0,5.45367027244791e-05,9.22842541704288,12.4189703182035
104.5625,270000,0,0,0,4140.1043903938,679.339199796465,0,0,0,0,5.652845349051e-05,9.26882205536531,12.3848157500937
104.625,270000,0,0,0,4133.33844696151,680.913237520215,0,0,0,0,5.85576603984341e-05,9.30932420654356,12.3523683554552
104.6875,270000,0,0,0,4126.69667096012,682.534503135794,0,0,0,0,6.06170521634088e-05,9.34949222891231,12.3197825950605
104.75,270000,0,0,0,4120.20484741253,684.186118191387,0,0,0,0,6.26718908677804e-05,9.38762639383655,12.2874370813247
104.8125,270000,0,0,0,4113.82786491407,685.863242580983,0,0,0,0,6.47309030275236e-05,9.42557873008737,12.2566933531241
104.875,270000,0,0,0,4107.51073430936,687.570136788815,0,0,0,0,6.6763687014369e-05,9.46158877935176,12.226088379438
104.9375,270000,0,0,0,4101.30208280738,689.298143278447,0,0,0,0,6.87871197711361e-05,9.49757381118176,12.1969818182974
105,270000,0,0,0,4095.18517113157,691.031531529961,0,0,0,0,7.07644380531464e-05,9.53131278519222,12.1679248434997
105.0625,270000,0,0,0,4089.12751028563,692.765764620453,0,0,0,0,7.26783183130087e-05,9.56290494143294,12.1406283415804
105.125,270000,0,0,0,4083.16263442168,694.484209947885,0,0,0,0,7.45227259133703e-05,9.59251721988899,12.1149856508936
105.1875,270000,0,0,0,4077.22977557267,696.206873716411,0,0,0,0,7.62978093054965e-05,9.6206959320979,12.0908965720951
105.25,270000,0,0,0,4071.34017532946,697.925525650199,0,0,0,0,7.8024336813862e-05,9.64933236570891,12.0682669766111
105.3125,270000,0,0,0,4065.48344615087,699.620905471699,0,0,0,0,7.96507548963337e-05,9.67565806698865,12.0470084388293
105.375,270000,0,0,0,4059.65399609877,701.276217875532,0,0,0,0,8.11433683183814e-05,9.69804614325257,12.0270378905735
105.4375,270000,0,0,0,4053.85124288878,702.890901568855,0,0,0,0,8.25332478862108e-05,9.71897526942813,12.0082772965134
105.5,270000,0,0,0,4048.02050896658,704.482322004809,0,0,0,0,8.38161190214281e-05,9.73857065524608,11.9906533492397
105.5625,270000,0,0,0,4042.2021083434,706.029238036981,0,0,0,0,8.49867791803821e-05,9.75685706871137,11.9744530316459
105.625,270000,0,0,0,4036.3693504182,707.528478574709,0,0,0,0,8.60392889059059e-05,9.77341856073399,11.9609481323688
105.6875,270000,0,0,0,4030.54860483506,708.971918719895,0,0,0,0,8.69664714374077e-05,9.78663710301404,11.9482614534697
105.75,270000,0,0,0,4024.69548137161,710.392052861403,0,0,0,0,8.78101933927001e-05,9.79883180342702,11.9363434214884
105.8125,270000,0,0,0,4018.8650987661,711.772351121218,0,0,0,0,8.85770894767096e-05,9.81006482505131,11.9255053962878
105.875,270000,0,0,0,4013.03599259451,713.129725234497,0,0,0,0,8.92707164296602e-05,9.8203850002984,11.9170479273271
105.9375,270000,0,0,0,4007.1961023813,714.447333771603,0,0,0,0,8.99024398526916e-05,9.82980171493007,11.9091028704405
106,270000,0,0,0,4001.36848724407,715.73874082752,0,0,0,0,9.04698279224138e-05,9.83790701041483,11.9016391801539
106.0625,270000,0,0,0,3995.57044895099,716.974138081721,0,0,0,0,9.09546937046595e-05,9.84300467107297,11.8946276919432
106.125,270000,0,0,0,3989.78259752397,718.190989895975,0,0,0,0,9.1395959160502e-05,9.84746192270866,11.8880410082732
106.1875,270000,0,0,0,3984.00418848944,719.385130993181,0,0,0,0,9.17988074667968e-05,9.85129889922479,11.8818533915411
106.25,270000,0,0,0,3978.22527881454,720.539570263555,0,0,0,0,9.21649909164293e-05,9.85447166492679,11.8760406635067
106.3125,270000,0,0,0,3972.46219175039,721.675525852551,0,0,0,0,9.25036212482403e-05,9.85705710365142,11.8709401399294
106.375,270000,0,0,0,3966.71736003397,722.792710662276,0,0,0,0,9.28073197165421e-05,9.8590362182221,11.8678826659166
106.4375,270000,0,0,0,3960.99264699424,723.890910670782,0,0,0,0,9.30879792212495e-05,9.860400791881,11.8650104348658
106.5,270000,0,0,0,3955.28862957137,724.970261592072,0,0,0,0,9.33498260393114e-05,9.8611887121081,11.8623122234746
106.5625,270000,0,0,0,3949.60826946006,726.030901989695,0,0,0,0,9.35969954503702e-05,9.86143556970654,11.8597774884262
106.625,270000,0,0,0,3943.95151317617,727.072971321968,0,0,0,0,9.38302153931886e-05,9.86117479795406,11.8573963251911
106.6875,270000,0,0,0,3938.31886075648,728.096750206405,0,0,0,0,9.40504586057758e-05,9.86045657157155,11.8551594293247
106.75,270000,0,0,0,3932.70934146258,729.103008605566,0,0,0,0,9.4259598252155e-05,9.85939023107119,11.8530580601099
106.8125,270000,0,0,0,3927.12364698047,730.091671385479,0,0,0,0,9.44577502922289e-05,9.85797085630896,11.8510840064033
106.875,270000,0,0,0,3921.56173390151,731.063579302097,0,0,0,0,9.4646817679979e-05,9.85631051877002,11.8492295545491
106.9375,270000,0,0,0,3916.02411220965,732.018936746414,0,0,0,0,9.48273516333051e-05,9.85443345563325,11.8474874582383
107,270000,0,0,0,3910.50982558139,732.958229029566,0,0,0,0,9.50004226103995e-05,9.85239810483324,11.8458509101935
107.0625,270000,0,0,0,3905.01975647973,733.881657324155,0,0,0,0,9.51664904185256e-05,9.85022359390982,11.8443135155695
107.125,270000,0,0,0,3899.55441815867,734.789706603731,0,0,0,0,9.53265400747477e-05,9.8479635166228,11.8428692669649
107.1875,270000,0,0,0,3894.1128617615,735.682575750733,0,0,0,0,9.54809507850137e-05,9.8456325130361,11.8415125209484
107.25,270000,0,0,0,3888.69578891344,736.560818591075,0,0,0,0,9.5630776565535e-05,9.84328925350007,11.8402379760069
107.3125,270000,0,0,0,3883.30299013737,737.424915860373,0,0,0,0,9.57768696375906e-05,9.84097946175616,11.8390406518297
107.375,270000,0,0,0,3877.93425909432,738.275061478934,0,0,0,0,9.59194837077284e-05,9.83871046361464,11.8379158698479
107.4375,270000,0,0,0,3872.58957572262,739.111733351498,0,0,0,0,9.60594121176842e-05,9.83652471197455,11.8368592349524
107.5,270000,0,0,0,3867.26964700115,739.935122855967,0,0,0,0,9.6196852454205e-05,9.83442649151514,11.8358666183207
107.5625,270000,0,0,0,3861.97492732433,740.745778365692,0,0,0,0,9.63333545877391e-05,9.83246471754735,11.8349341412827
107.625,270000,0,0,0,3856.70852832473,741.544177699902,0,0,0,0,9.64732633790044e-05,9.83067602136125,11.8340581601651
107.6875,270000,0,0,0,3851.47086195018,742.330512092143,0,0,0,0,9.66209513222308e-05,9.82905925049401,11.8328752229389
107.75,270000,0,0,0,3846.26452029276,743.105332828423,0,0,0,0,9.67849206580079e-05,9.82765824702209,11.8300299317439
107.8125,270000,0,0,0,3841.09579440395,743.873122596327,0,0,0,0,9.69563464149993e-05,9.82650491311477,11.8273570280054
107.875,270000,0,0,0,3835.97806873102,744.649980357075,0,0,0,0,9.71436785533251e-05,9.8255936542762,11.8248460672967
107.9375,270000,0,0,0,3830.89914064485,745.416400065708,0,0,0,0,9.73467102615225e-05,9.82496421377159,11.8224872379871
108,270000,0,0,0,3825.85748992594,746.180309279789,0,0,0,0,9.75756253226344e-05,9.82509347536707,11.8202713229021
108.0625,270000,0,0,0,3820.84004661501,746.97145254086,0,0,0,0,9.78578758061177e-05,9.82765806684669,11.8181896633077
108.125,270000,0,0,0,3815.87130612651,747.756974889748,0,0,0,0,9.81625135968797e-05,9.83039533613381,11.8162341250761
108.1875,270000,0,0,0,3810.96642205427,748.55288319343,0,0,0,0,9.84902939472981e-05,9.83330453037374,11.8140391370817
108.25,270000,0,0,0,3806.10855070944,749.343779973487,0,0,0,0,9.88486737376725e-05,9.83643034382671,11.8102532230967
108.3125,270000,0,0,0,3801.29158910887,750.145956223971,0,0,0,0,9.92350674132068e-05,9.83981493638829,11.8066966860148
108.375,270000,0,0,0,3796.56206429432,750.94747121213,0,0,0,0,9.96590528594694e-05,9.84394328008917,11.8033556285936
108.4375,270000,0,0,0,3791.87374835764,751.781962997486,0,0,0,0,0.000100151684935009,9.85051586443333,11.7998611467502
