"timestep","temp","hum","prec","epsilon","mu_A","theta","gamma_V","phi_HV","phi_VH","mu_V_temp","mu_V_hum","c_temp","mu_A_rain"
1,16,0.6747,0,0.0283,0.0137,0.6713,0.036,0.2517,0.1964,0.0215,0.6568,0.6313,0
1.0625,16,0.6837,0,0.0283,0.0137,0.6713,0.036,0.2517,0.1964,0.0215,0.6478,0.6313,0
1.125,16,0.6928,0,0.0283,0.0137,0.6713,0.036,0.2517,0.1964,0.0215,0.6387,0.6313,0
1.1875,16,0.7018,0,0.0283,0.0137,0.6713,0.036,0.2517,0.1964,0.0215,0.6297,0.6313,0
1.25,16,0.7108,0,0.0283,0.0137,0.6713,0.036,0.2517,0.1964,0.0215,0.6207,0.6313,0
1.3125,16,0.7199,0,0.0283,0.0137,0.6713,0.036,0.2517,0.1964,0.0215,0.6117,0.6313,0
1.375,16,0.7289,0,0.0283,0.0137,0.6713,0.036,0.2517,0.1964,0.0215,0.6027,0.6313,0
1.4375,16,0.738,0,0.0283,0.0137,0.6713,0.036,0.2517,0.1964,0.0215,0.5937,0.6313,0
1.5,16,0.747,0,0.0283,0.0137,0.6713,0.036,0.2517,0.1964,0.0215,0.5848,0.6313,0
1.5625,16,0.756,0,0.0283,0.0137,0.6713,0.036,0.2517,0.1964,0.0215,0.5758,0.6313,0
1.625,16,0.7651,0,0.0283,0.0137,0.6713,0.036,0.2517,0.1964,0.0215,0.5669,0.6313,0
1.6875,16,0.7741,0,0.0283,0.0137,0.6713,0.036,0.2517,0.1964,0.0215,0.558,0.6313,0
1.75,16,0.7831,0,0.0283,0.0137,0.6713,0.036,0.2517,0.1964,0.0215,0.5492,0.6313,0
1.8125,16,0.7922,0,0.0283,0.0137,0.6713,0.036,0.2517,0.1964,0.0215,0.5403,0.6313,0
1.875,16,0.8012,0,0.0283,0.0137,0.6713,0.036,0.2517,0.1964,0.0215,0.5315,0.6313,0
1.9375,16,0.8102,0,0.0283,0.0137,0.6713,0.036,0.2517,0.1964,0.0215,0.5228,0.6313,0
2,16,0.8193,0,0.0283,0.0137,0.6713,0.036,0.2517,0.1964,0.0215,0.514,0.6313,0
2.0625,15.9375,0.8155,0,0.0277,0.0139,0.6517,0.0358,0.247,0.1918,0.0216,0.5176,0.6279,0
2.125,15.875,0.8117,0,0.0271,0.0141,0.6324,0.0356,0.2422,0.1873,0.0217,0.5213,0.6244,0
2.1875,15.8125,0.808,0,0.0265,0.0143,0.6135,0.0354,0.2375,0.1827,0.0219,0.5249,0.621,0
2.25,15.75,0.8042,0,0.0259,0.0145,0.5949,0.0352,0.2328,0.1782,0.022,0.5286,0.6174,0
2.3125,15.6875,0.8005,0,0.0253,0.0148,0.5766,0.035,0.2282,0.1736,0.0222,0.5323,0.6139,0
2.375,15.625,0.7967,0,0.0247,0.0151,0.5586,0.0348,0.2235,0.1691,0.0224,0.5359,0.6103,0
2.4375,15.5625,0.7929,0,0.0241,0.0154,0.541,0.0346,0.2188,0.1645,0.0225,0.5396,0.6067,0
2.5,15.5,0.7892,0,0.0235,0.0157,0.5236,0.0344,0.2142,0.16,0.0227,0.5433,0.603,0
2.5625,15.4375,0.7854,0,0.023,0.016,0.5066,0.0342,0.2096,0.1554,0.0229,0.547,0.5993,0
2.625,15.375,0.7816,0,0.0224,0.0164,0.49,0.034,0.205,0.1508,0.0231,0.5507,0.5955,0
2.6875,15.3125,0.7779,0,0.0218,0.0168,0.4736,0.0338,0.2004,0.1463,0.0233,0.5543,0.5917,0
2.75,15.25,0.7741,0,0.0213,0.0172,0.4576,0.0336,0.1958,0.1417,0.0235,0.558,0.5879,0
2.8125,15.1875,0.7703,0,0.0208,0.0177,0.4418,0.0334,0.1912,0.1372,0.0237,0.5617,0.5841,0
2.875,15.125,0.7666,0,0.0202,0.0181,0.4264,0.0332,0.1867,0.1326,0.0239,0.5655,0.5802,0
2.9375,15.0625,0.7628,0,0.0197,0.0186,0.4113,0.033,0.1821,0.1281,0.0241,0.5692,0.5762,0
3,15,0.759,0,0.0192,0.0191,0.3966,0.0328,0.1776,0.1235,0.0243,0.5729,0.5722,0
3.0625,14.875,0.753,0,0.0182,0.0202,0.3679,0.0324,0.1686,0.1144,0.0248,0.5788,0.5641,0
3.125,14.75,0.747,0,0.0172,0.0214,0.3405,0.032,0.1597,0.1053,0.0253,0.5848,0.5559,0
3.1875,14.625,0.741,0,0.0162,0.0227,0.3144,0.0316,0.1508,0.0962,0.0259,0.5908,0.5475,0
3.25,14.5,0.7349,0,0.0153,0.0242,0.2894,0.0313,0.142,0.0871,0.0264,0.5967,0.5389,0
3.3125,14.375,0.7289,0,0.0144,0.0257,0.2656,0.0309,0.1333,0.0779,0.0271,0.6027,0.5302,0
3.375,14.25,0.7229,0,0.0135,0.0274,0.243,0.0305,0.1247,0.0688,0.0277,0.6087,0.5213,0
3.4375,14.7991,0.6963,0,0.0176,0.0209,0.3512,0.0322,0.1632,0.1089,0.0251,0.6353,0.5592,0
3.5,14.7723,0.6962,0,0.0174,0.0212,0.3453,0.0321,0.1613,0.1069,0.0252,0.6354,0.5574,0
3.5625,14.7455,0.696,0,0.0171,0.0215,0.3396,0.032,0.1594,0.1049,0.0253,0.6355,0.5556,0
3.625,14.7187,0.6959,0,0.0169,0.0217,0.3339,0.0319,0.1575,0.103,0.0255,0.6357,0.5538,0
3.6875,14.692,0.6957,0,0.0167,0.022,0.3282,0.0318,0.1556,0.101,0.0256,0.6358,0.552,0
3.75,14.6652,0.6955,0,0.0165,0.0223,0.3226,0.0318,0.1537,0.0991,0.0257,0.6361,0.5502,0
3.8125,14.6384,0.6952,0,0.0163,0.0226,0.3171,0.0317,0.1518,0.0971,0.0258,0.6363,0.5484,0
3.875,14.6116,0.6949,0,0.0161,0.0229,0.3116,0.0316,0.1499,0.0952,0.0259,0.6366,0.5466,0
3.9375,14.5848,0.6947,0,0.0159,0.0232,0.3062,0.0315,0.148,0.0932,0.026,0.6369,0.5447,0
4,14.558,0.6943,0,0.0157,0.0235,0.3008,0.0314,0.1461,0.0913,0.0262,0.6372,0.5429,0
4.0625,14.5312,0.694,0,0.0155,0.0238,0.2955,0.0314,0.1442,0.0893,0.0263,0.6375,0.5411,0
4.125,14.5045,0.6936,0,0.0153,0.0241,0.2902,0.0313,0.1424,0.0874,0.0264,0.6379,0.5392,0
4.1875,14.4777,0.6932,0,0.0151,0.0244,0.285,0.0312,0.1405,0.0854,0.0266,0.6383,0.5374,0
4.25,14.4509,0.6928,0,0.0149,0.0248,0.2799,0.0311,0.1386,0.0835,0.0267,0.6387,0.5355,0
4.3125,14.4241,0.6923,0,0.0147,0.0251,0.2748,0.0311,0.1367,0.0815,0.0268,0.6392,0.5336,0
4.375,14.3973,0.6918,0,0.0146,0.0254,0.2697,0.031,0.1349,0.0796,0.0269,0.6397,0.5317,0
4.4375,14.3705,0.6913,0,0.0144,0.0258,0.2648,0.0309,0.133,0.0776,0.0271,0.6402,0.5299,0
4.5,14.3437,0.6908,0,0.0142,0.0261,0.2598,0.0308,0.1312,0.0757,0.0272,0.6407,0.528,0
4.5625,14.3175,0.6903,0,0.014,0.0264,0.255,0.0307,0.1293,0.0737,0.0274,0.6412,0.5261,0
4.625,14.2919,0.6899,0,0.0138,0.0268,0.2504,0.0307,0.1276,0.0719,0.0275,0.6416,0.5243,0
4.6875,14.2667,0.6896,0,0.0136,0.0271,0.2459,0.0306,0.1258,0.07,0.0276,0.6419,0.5225,0
4.75,14.2422,0.6893,0,0.0135,0.0275,0.2416,0.0305,0.1242,0.0683,0.0278,0.6422,0.5207,0
4.8125,14.2182,0.6891,0,0.0133,0.0278,0.2374,0.0305,0.1225,0.0665,0.0279,0.6424,0.519,0
4.875,14.1948,0.689,0,0.0132,0.0281,0.2333,0.0304,0.1209,0.0648,0.028,0.6425,0.5173,0
4.9375,14.1719,0.6889,0,0.013,0.0285,0.2294,0.0303,0.1193,0.0631,0.0281,0.6426,0.5156,0
5,14.1496,0.6889,0,0.0128,0.0288,0.2256,0.0303,0.1178,0.0615,0.0283,0.6426,0.514,0
5.0625,14.1278,0.689,0,0.0127,0.0291,0.222,0.0302,0.1163,0.0599,0.0284,0.6425,0.5124,0
5.125,14.1066,0.6891,0,0.0126,0.0294,0.2184,0.0301,0.1149,0.0584,0.0285,0.6424,0.5109,0
5.1875,14.0859,0.6893,0,0.0124,0.0297,0.215,0.0301,0.1135,0.0569,0.0286,0.6422,0.5093,0
5.25,14.0658,0.6896,0,0.0123,0.03,0.2117,0.03,0.1121,0.0554,0.0287,0.6419,0.5079,0
5.3125,14.0463,0.6899,0,0.0122,0.0303,0.2086,0.03,0.1108,0.054,0.0289,0.6416,0.5064,0
5.375,14.0273,0.6903,0,0.012,0.0306,0.2055,0.0299,0.1095,0.0526,0.029,0.6412,0.505,0
5.4375,14.0089,0.6908,0,0.0119,0.0309,0.2026,0.0299,0.1082,0.0513,0.0291,0.6407,0.5036,0
5.5,13.9911,0.6913,0,0.0118,0.0312,0.1998,0.0298,0.107,0.0499,0.0292,0.6402,0.5023,0
5.5625,13.9732,0.6918,0,0.0117,0.0315,0.197,0.0298,0.1058,0.0486,0.0293,0.6397,0.501,0
5.625,13.9554,0.6923,0,0.0116,0.0317,0.1942,0.0297,0.1046,0.0473,0.0294,0.6392,0.4996,0
5.6875,13.9375,0.6927,0,0.0115,0.032,0.1914,0.0297,0.1034,0.046,0.0295,0.6388,0.4983,0
5.75,13.9196,0.6931,0,0.0114,0.0323,0.1887,0.0296,0.1022,0.0447,0.0296,0.6384,0.497,0
5.8125,13.9018,0.6935,0,0.0113,0.0326,0.186,0.0295,0.101,0.0434,0.0297,0.638,0.4956,0
5.875,13.8839,0.6938,0,0.0111,0.0329,0.1833,0.0295,0.0998,0.0421,0.0298,0.6377,0.4943,0
5.9375,13.8661,0.6941,0,0.011,0.0332,0.1806,0.0294,0.0986,0.0408,0.03,0.6374,0.4929,0
6,13.8482,0.6944,0,0.0109,0.0335,0.178,0.0294,0.0974,0.0395,0.0301,0.6371,0.4915,0
6.0625,13.8304,0.6946,0,0.0108,0.0338,0.1754,0.0293,0.0962,0.0382,0.0302,0.6369,0.4902,0
6.125,13.8125,0.6948,0,0.0107,0.0341,0.1728,0.0293,0.0951,0.0369,0.0303,0.6367,0.4888,0
6.1875,13.7946,0.695,0,0.0106,0.0344,0.1702,0.0293,0.0939,0.0356,0.0304,0.6365,0.4874,0
6.25,13.7768,0.6952,0,0.0105,0.0348,0.1676,0.0292,0.0927,0.0343,0.0305,0.6364,0.4861,0
6.3125,13.7589,0.6953,0,0.0104,0.0351,0.1651,0.0292,0.0915,0.033,0.0307,0.6363,0.4847,0
6.375,13.7411,0.6953,0,0.0103,0.0354,0.1626,0.0291,0.0903,0.0317,0.0308,0.6362,0.4833,0
6.4375,13.7232,0.6954,0,0.0102,0.0357,0.1601,0.0291,0.0891,0.0304,0.0309,0.6362,0.4819,0
6.5,13.7054,0.6954,0,0.0101,0.036,0.1576,0.029,0.088,0.0291,0.031,0.6362,0.4805,0
6.5625,13.6886,0.6954,0,0.01,0.0363,0.1553,0.029,0.0868,0.0279,0.0311,0.6361,0.4792,0
6.625,13.673,0.6956,0,0.0099,0.0366,0.1532,0.0289,0.0858,0.0268,0.0312,0.6359,0.478,0
6.6875,13.6585,0.6958,0,0.0098,0.0369,0.1513,0.0289,0.0849,0.0257,0.0313,0.6357,0.4769,0
6.75,13.6451,0.6962,0,0.0097,0.0371,0.1495,0.0288,0.084,0.0247,0.0314,0.6354,0.4758,0
6.8125,13.6328,0.6966,0,0.0097,0.0374,0.1478,0.0288,0.0832,0.0238,0.0315,0.635,0.4749,0
6.875,13.6217,0.697,0,0.0096,0.0376,0.1464,0.0288,0.0824,0.023,0.0316,0.6345,0.474,0
6.9375,13.6116,0.6976,0,0.0095,0.0378,0.145,0.0287,0.0818,0.0223,0.0317,0.6339,0.4732,0
7,13.6027,0.6983,0,0.0095,0.0379,0.1439,0.0287,0.0812,0.0216,0.0317,0.6333,0.4725,0
7.0625,13.5949,0.699,0,0.0094,0.0381,0.1429,0.0287,0.0807,0.0211,0.0318,0.6325,0.4719,0
7.125,13.5882,0.6998,0,0.0094,0.0382,0.142,0.0287,0.0803,0.0206,0.0318,0.6317,0.4714,0
7.1875,13.5826,0.7007,0,0.0094,0.0383,0.1413,0.0287,0.0799,0.0202,0.0319,0.6309,0.4709,0
7.25,13.5781,0.7016,0,0.0094,0.0384,0.1407,0.0287,0.0796,0.0198,0.0319,0.6299,0.4706,0
7.3125,13.5748,0.7027,0,0.0093,0.0385,0.1403,0.0286,0.0794,0.0196,0.0319,0.6288,0.4703,0
7.375,13.5725,0.7038,0,0.0093,0.0385,0.14,0.0286,0.0792,0.0194,0.0319,0.6277,0.4701,0
7.4375,13.5714,0.705,0,0.0093,0.0385,0.1398,0.0286,0.0792,0.0194,0.032,0.6265,0.47,0
7.5,13.5714,0.7063,0,0.0093,0.0385,0.1398,0.0286,0.0792,0.0194,0.032,0.6252,0.47,0
7.5625,13.5692,0.7075,0,0.0093,0.0386,0.1395,0.0286,0.079,0.0192,0.032,0.624,0.4699,0
7.625,13.5647,0.7086,0,0.0093,0.0387,0.139,0.0286,0.0787,0.0189,0.032,0.6229,0.4695,0
7.6875,13.558,0.7096,0,0.0092,0.0388,0.1381,0.0286,0.0783,0.0184,0.0321,0.622,0.469,0
7.75,13.5491,0.7105,0,0.0092,0.039,0.137,0.0286,0.0777,0.0177,0.0321,0.6211,0.4683,0
7.8125,13.5379,0.7113,0,0.0091,0.0392,0.1356,0.0285,0.077,0.0169,0.0322,0.6203,0.4674,0
7.875,13.5246,0.712,0,0.0091,0.0395,0.1339,0.0285,0.0761,0.0159,0.0323,0.6196,0.4663,0
7.9375,13.5089,0.7125,0,0.009,0.0398,0.1319,0.0285,0.0751,0.0148,0.0324,0.619,0.4651,0
8,13.4911,0.713,0,0.0089,0.0401,0.1297,0.0284,0.0739,0.0135,0.0325,0.6185,0.4636,0
8.0625,13.471,0.7134,0,0.0088,0.0405,0.1273,0.0284,0.0726,0.012,0.0327,0.6182,0.462,0
8.125,13.4487,0.7137,0,0.0086,0.041,0.1246,0.0283,0.0712,0.0104,0.0329,0.6179,0.4602,0
8.1875,13.4241,0.7139,0,0.0085,0.0415,0.1216,0.0282,0.0696,0.0086,0.0331,0.6177,0.4583,0
8.25,13.3973,0.7139,0,0.0084,0.0421,0.1185,0.0282,0.0679,0.0067,0.0333,0.6176,0.4561,0
8.3125,13.3683,0.7139,0,0.0082,0.0427,0.1151,0.0281,0.066,0.0045,0.0335,0.6176,0.4537,0
8.375,13.3371,0.7138,0,0.0081,0.0433,0.1115,0.028,0.064,0.0023,0.0337,0.6178,0.4512,0
8.4375,13.3036,0.7136,0,0.0079,0.0441,0.1078,0.0279,0.0619,-2e-04,0.034,0.618,0.4484,0
8.5,13.2679,0.7133,0,0.0077,0.0449,0.1039,0.0278,0.0596,-0.0028,0.0343,0.6183,0.4455,0
8.5625,13.2333,0.713,0,0.0075,0.0456,0.1001,0.0277,0.0574,-0.0053,0.0346,0.6185,0.4426,0
8.625,13.1998,0.7129,0,0.0074,0.0464,0.0966,0.0276,0.0553,-0.0077,0.0349,0.6187,0.4398,0
8.6875,13.1674,0.7129,0,0.0072,0.0471,0.0933,0.0276,0.0532,-0.0101,0.0351,0.6187,0.4371,0
8.75,13.1362,0.7129,0,0.0071,0.0479,0.0901,0.0275,0.0513,-0.0124,0.0354,0.6186,0.4345,0
8.8125,13.106,0.7131,0,0.0069,0.0486,0.0871,0.0274,0.0494,-0.0146,0.0357,0.6185,0.432,0
8.875,13.077,0.7133,0,0.0068,0.0493,0.0842,0.0273,0.0475,-0.0167,0.0359,0.6183,0.4295,0
8.9375,13.0491,0.7136,0,0.0067,0.0499,0.0816,0.0272,0.0458,-0.0187,0.0362,0.6179,0.4272,0
9,13.0223,0.7141,0,0.0065,0.0506,0.079,0.0272,0.0441,-0.0207,0.0364,0.6175,0.4249,0
9.0625,12.9967,0.7146,0,0.0064,0.0512,0.0766,0.0271,0.0425,-0.0225,0.0366,0.617,0.4227,0
9.125,12.9721,0.7152,0,0.0063,0.0518,0.0744,0.027,0.041,-0.0243,0.0368,0.6164,0.4206,0
9.1875,12.9487,0.7159,0,0.0062,0.0524,0.0723,0.027,0.0396,-0.026,0.0371,0.6156,0.4186,0
9.25,12.9263,0.7167,0,0.0061,0.053,0.0703,0.0269,0.0382,-0.0277,0.0373,0.6148,0.4166,0
9.3125,12.9051,0.7176,0,0.006,0.0535,0.0685,0.0269,0.0369,-0.0292,0.0375,0.6139,0.4148,0
9.375,12.885,0.7186,0,0.0059,0.0541,0.0667,0.0268,0.0357,-0.0307,0.0377,0.613,0.4131,0
9.4375,12.8661,0.7197,0,0.0059,0.0546,0.0651,0.0268,0.0345,-0.0321,0.0378,0.6119,0.4114,0
9.5,12.8482,0.7209,0,0.0058,0.055,0.0636,0.0267,0.0334,-0.0334,0.038,0.6107,0.4099,0
9.5625,12.832,0.722,0,0.0057,0.0555,0.0623,0.0267,0.0324,-0.0345,0.0382,0.6096,0.4084,0
9.625,12.8175,0.723,0,0.0057,0.0558,0.0611,0.0266,0.0315,-0.0356,0.0383,0.6086,0.4072,0
9.6875,12.8047,0.7239,0,0.0056,0.0562,0.0601,0.0266,0.0307,-0.0365,0.0384,0.6077,0.406,0
9.75,12.7935,0.7247,0,0.0056,0.0565,0.0592,0.0266,0.0301,-0.0374,0.0385,0.6069,0.4051,0
9.8125,12.784,0.7254,0,0.0055,0.0567,0.0584,0.0266,0.0295,-0.038,0.0386,0.6062,0.4042,0
9.875,12.7762,0.726,0,0.0055,0.057,0.0578,0.0265,0.029,-0.0386,0.0387,0.6056,0.4035,0
9.9375,12.7701,0.7265,0,0.0055,0.0571,0.0573,0.0265,0.0286,-0.0391,0.0388,0.6051,0.403,0
10,12.7656,0.727,0,0.0054,0.0572,0.0569,0.0265,0.0284,-0.0394,0.0388,0.6046,0.4026,0
10.0625,12.7628,0.7273,0,0.0054,0.0573,0.0567,0.0265,0.0282,-0.0396,0.0388,0.6043,0.4024,0
10.125,12.7617,0.7276,0,0.0054,0.0574,0.0566,0.0265,0.0281,-0.0397,0.0388,0.6041,0.4023,0
10.1875,12.7623,0.7277,0,0.0054,0.0573,0.0567,0.0265,0.0282,-0.0396,0.0388,0.6039,0.4023,0
10.25,12.7645,0.7278,0,0.0054,0.0573,0.0569,0.0265,0.0283,-0.0395,0.0388,0.6039,0.4025,0
10.3125,12.7684,0.7277,0,0.0055,0.0572,0.0572,0.0265,0.0285,-0.0392,0.0388,0.6039,0.4028,0
10.375,12.774,0.7276,0,0.0055,0.057,0.0576,0.0265,0.0289,-0.0388,0.0387,0.604,0.4033,0
10.4375,12.7813,0.7274,0,0.0055,0.0568,0.0582,0.0266,0.0293,-0.0382,0.0387,0.6043,0.404,0
10.5,12.7902,0.727,0,0.0055,0.0566,0.0589,0.0266,0.0299,-0.0376,0.0386,0.6046,0.4048,0
10.5625,12.7985,0.7267,0,0.0056,0.0564,0.0596,0.0266,0.0304,-0.037,0.0385,0.6049,0.4055,0
10.625,12.8064,0.7264,0,0.0056,0.0561,0.0602,0.0266,0.0308,-0.0364,0.0384,0.6052,0.4062,0
10.6875,12.8136,0.7261,0,0.0056,0.0559,0.0608,0.0266,0.0313,-0.0359,0.0383,0.6056,0.4068,0
10.75,12.8203,0.7257,0,0.0057,0.0558,0.0613,0.0267,0.0317,-0.0354,0.0383,0.6059,0.4074,0
10.8125,12.8265,0.7254,0,0.0057,0.0556,0.0618,0.0267,0.0321,-0.035,0.0382,0.6062,0.4079,0
10.875,12.832,0.7251,0,0.0057,0.0555,0.0623,0.0267,0.0324,-0.0345,0.0382,0.6065,0.4084,0
10.9375,12.8371,0.7248,0,0.0057,0.0553,0.0627,0.0267,0.0327,-0.0342,0.0381,0.6068,0.4089,0
11,12.8415,0.7245,0,0.0058,0.0552,0.0631,0.0267,0.033,-0.0339,0.0381,0.6072,0.4093,0
11.0625,12.8454,0.7241,0,0.0058,0.0551,0.0634,0.0267,0.0332,-0.0336,0.038,0.6075,0.4096,0
11.125,12.8488,0.7238,0,0.0058,0.055,0.0637,0.0267,0.0334,-0.0333,0.038,0.6078,0.4099,0
11.1875,12.8516,0.7235,0,0.0058,0.0549,0.0639,0.0267,0.0336,-0.0331,0.038,0.6081,0.4101,0
11.25,12.8538,0.7232,0,0.0058,0.0549,0.0641,0.0267,0.0337,-0.033,0.038,0.6084,0.4103,0
11.3125,12.8555,0.7228,0,0.0058,0.0548,0.0642,0.0267,0.0338,-0.0328,0.0379,0.6088,0.4105,0
11.375,12.8566,0.7225,0,0.0058,0.0548,0.0643,0.0267,0.0339,-0.0328,0.0379,0.6091,0.4106,0
11.4375,12.8571,0.7222,0,0.0058,0.0548,0.0644,0.0267,0.0339,-0.0327,0.0379,0.6094,0.4106,0
11.5,12.8571,0.7219,0,0.0058,0.0548,0.0644,0.0267,0.0339,-0.0327,0.0379,0.6097,0.4106,0
11.5625,12.8571,0.7214,0,0.0058,0.0548,0.0644,0.0267,0.0339,-0.0327,0.0379,0.6102,0.4106,0
11.625,12.8571,0.7208,0,0.0058,0.0548,0.0644,0.0267,0.0339,-0.0327,0.0379,0.6108,0.4106,0
11.6875,12.8571,0.7201,0,0.0058,0.0548,0.0644,0.0267,0.0339,-0.0327,0.0379,0.6115,0.4106,0
11.75,12.8571,0.7193,0,0.0058,0.0548,0.0644,0.0267,0.0339,-0.0327,0.0379,0.6123,0.4106,0
11.8125,12.8571,0.7183,0,0.0058,0.0548,0.0644,0.0267,0.0339,-0.0327,0.0379,0.6132,0.4106,0
11.875,12.8571,0.7173,0,0.0058,0.0548,0.0644,0.0267,0.0339,-0.0327,0.0379,0.6143,0.4106,0
11.9375,12.8571,0.716,0,0.0058,0.0548,0.0644,0.0267,0.0339,-0.0327,0.0379,0.6155,0.4106,0
12,12.8571,0.7147,0,0.0058,0.0548,0.0644,0.0267,0.0339,-0.0327,0.0379,0.6169,0.4106,0
12.0625,12.8571,0.7132,0,0.0058,0.0548,0.0644,0.0267,0.0339,-0.0327,0.0379,0.6183,0.4106,0
12.125,12.8571,0.7116,0,0.0058,0.0548,0.0644,0.0267,0.0339,-0.0327,0.0379,0.6199,0.4106,0
12.1875,12.8571,0.7099,0,0.0058,0.0548,0.0644,0.0267,0.0339,-0.0327,0.0379,0.6217,0.4106,0
12.25,12.8571,0.708,0,0.0058,0.0548,0.0644,0.0267,0.0339,-0.0327,0.0379,0.6235,0.4106,0
12.3125,12.8571,0.706,0,0.0058,0.0548,0.0644,0.0267,0.0339,-0.0327,0.0379,0.6255,0.4106,0
12.375,12.8571,0.7039,0,0.0058,0.0548,0.0644,0.0267,0.0339,-0.0327,0.0379,0.6276,0.4106,0
12.4375,12.8571,0.7017,0,0.0058,0.0548,0.0644,0.0267,0.0339,-0.0327,0.0379,0.6298,0.4106,0
12.5,12.8571,0.6993,0,0.0058,0.0548,0.0644,0.0267,0.0339,-0.0327,0.0379,0.6322,0.4106,0
12.5625,12.8577,0.6971,0,0.0058,0.0548,0.0644,0.0267,0.034,-0.0327,0.0379,0.6344,0.4107,0
12.625,12.8588,0.6951,0,0.0058,0.0548,0.0645,0.0268,0.034,-0.0326,0.0379,0.6364,0.4108,0
12.6875,12.8605,0.6933,0,0.0058,0.0547,0.0647,0.0268,0.0341,-0.0325,0.0379,0.6382,0.4109,0
12.75,12.8627,0.6916,0,0.0058,0.0546,0.0648,0.0268,0.0343,-0.0323,0.0379,0.6399,0.4111,0
12.8125,12.8655,0.6901,0,0.0059,0.0546,0.0651,0.0268,0.0345,-0.0321,0.0378,0.6414,0.4114,0
12.875,12.8689,0.6888,0,0.0059,0.0545,0.0654,0.0268,0.0347,-0.0319,0.0378,0.6427,0.4116,0
12.9375,12.8728,0.6877,0,0.0059,0.0544,0.0657,0.0268,0.0349,-0.0316,0.0378,0.6439,0.412,0
13,12.8772,0.6867,0,0.0059,0.0543,0.0661,0.0268,0.0352,-0.0312,0.0377,0.6448,0.4124,0
13.0625,12.8823,0.6859,0,0.0059,0.0541,0.0665,0.0268,0.0355,-0.0309,0.0377,0.6456,0.4128,0
13.125,12.8878,0.6853,0,0.006,0.054,0.067,0.0268,0.0358,-0.0305,0.0376,0.6462,0.4133,0
13.1875,12.894,0.6848,0,0.006,0.0538,0.0675,0.0268,0.0362,-0.03,0.0376,0.6467,0.4138,0
13.25,12.9007,0.6846,0,0.006,0.0537,0.0681,0.0269,0.0366,-0.0295,0.0375,0.6469,0.4144,0
13.3125,12.9079,0.6845,0,0.006,0.0535,0.0687,0.0269,0.0371,-0.029,0.0374,0.647,0.415,0
13.375,12.9157,0.6846,0,0.0061,0.0533,0.0694,0.0269,0.0375,-0.0284,0.0374,0.647,0.4157,0
13.4375,12.9241,0.6848,0,0.0061,0.0531,0.0701,0.0269,0.0381,-0.0278,0.0373,0.6467,0.4164,0
13.5,12.933,0.6852,0,0.0061,0.0528,0.0709,0.0269,0.0386,-0.0272,0.0372,0.6463,0.4172,0
13.5625,12.942,0.6856,0,0.0062,0.0526,0.0717,0.027,0.0392,-0.0265,0.0371,0.6459,0.418,0
13.625,12.9509,0.686,0,0.0062,0.0524,0.0725,0.027,0.0397,-0.0259,0.037,0.6456,0.4188,0
13.6875,12.9598,0.6862,0,0.0063,0.0522,0.0733,0.027,0.0403,-0.0252,0.037,0.6453,0.4195,0
13.75,12.9688,0.6865,0,0.0063,0.0519,0.0741,0.027,0.0408,-0.0246,0.0369,0.645,0.4203,0
13.8125,12.9777,0.6867,0,0.0063,0.0517,0.0749,0.0271,0.0414,-0.0239,0.0368,0.6448,0.4211,0
