"timestep","temp","hum","prec","epsilon","mu_A","theta","gamma_V","phi_HV","phi_VH","mu_V_temp","mu_V_hum","c_temp","mu_A_rain"
5.625,14.822,0.5348,0,0.0177,0.0207,0.3562,0.0322,0.1648,0.1105,0.025,0.6557,0.5607,0
5.6875,14.7824,0.5347,0,0.0174,0.0211,0.3475,0.0321,0.162,0.1076,0.0252,0.6559,0.558,0
5.75,14.7444,0.5345,0,0.0171,0.0215,0.3393,0.032,0.1593,0.1049,0.0253,0.6561,0.5555,0
5.8125,14.7081,0.5342,0,0.0169,0.0219,0.3316,0.0319,0.1567,0.1022,0.0255,0.6563,0.5531,0
5.875,14.6735,0.534,0,0.0166,0.0222,0.3244,0.0318,0.1543,0.0997,0.0257,0.6566,0.5508,0
5.9375,14.6406,0.5336,0,0.0163,0.0226,0.3176,0.0317,0.1519,0.0973,0.0258,0.6569,0.5485,0
6,14.6094,0.5332,0,0.0161,0.0229,0.3112,0.0316,0.1497,0.095,0.0259,0.6573,0.5464,0
6.0625,14.5798,0.5328,0,0.0159,0.0232,0.3052,0.0315,0.1476,0.0929,0.0261,0.6577,0.5444,0
6.125,14.5519,0.5323,0,0.0157,0.0236,0.2996,0.0314,0.1457,0.0908,0.0262,0.6582,0.5425,0
6.1875,14.5257,0.5318,0,0.0155,0.0239,0.2944,0.0314,0.1438,0.0889,0.0263,0.6587,0.5407,0
6.25,14.5011,0.5312,0,0.0153,0.0242,0.2896,0.0313,0.1421,0.0871,0.0264,0.6593,0.539,0
6.3125,14.4782,0.5306,0,0.0151,0.0244,0.2851,0.0312,0.1405,0.0855,0.0266,0.6599,0.5374,0
6.375,14.457,0.53,0,0.015,0.0247,0.2811,0.0311,0.139,0.0839,0.0267,0.6605,0.5359,0
6.4375,14.4375,0.5293,0,0.0148,0.0249,0.2773,0.0311,0.1377,0.0825,0.0267,0.6613,0.5346,0
6.5,14.4196,0.5285,0,0.0147,0.0251,0.2739,0.031,0.1364,0.0812,0.0268,0.662,0.5333,0
6.5625,14.4018,0.5278,0,0.0146,0.0254,0.2706,0.031,0.1352,0.0799,0.0269,0.6627,0.5321,0
6.625,14.3839,0.5273,0,0.0145,0.0256,0.2672,0.0309,0.1339,0.0786,0.027,0.6632,0.5308,0
6.6875,14.3661,0.5268,0,0.0143,0.0258,0.2639,0.0309,0.1327,0.0773,0.0271,0.6637,0.5295,0
6.75,14.3482,0.5265,0,0.0142,0.026,0.2606,0.0308,0.1315,0.076,0.0272,0.664,0.5283,0
6.8125,14.3304,0.5262,0,0.0141,0.0263,0.2574,0.0308,0.1302,0.0747,0.0273,0.6643,0.527,0
6.875,14.3125,0.5261,0,0.014,0.0265,0.2541,0.0307,0.129,0.0734,0.0274,0.6644,0.5257,0
6.9375,14.2946,0.526,0,0.0138,0.0268,0.2509,0.0307,0.1278,0.0721,0.0275,0.6645,0.5245,0
7,14.2768,0.526,0,0.0137,0.027,0.2477,0.0306,0.1265,0.0708,0.0276,0.6644,0.5232,0
7.0625,14.2589,0.5262,0,0.0136,0.0272,0.2445,0.0306,0.1253,0.0695,0.0277,0.6643,0.5219,0
7.125,14.2411,0.5264,0,0.0135,0.0275,0.2414,0.0305,0.1241,0.0682,0.0278,0.664,0.5206,0
7.1875,14.2232,0.5268,0,0.0133,0.0277,0.2383,0.0305,0.1228,0.0669,0.0279,0.6637,0.5193,0
7.25,14.2054,0.5272,0,0.0132,0.028,0.2352,0.0304,0.1216,0.0656,0.028,0.6633,0.5181,0
7.3125,14.1875,0.5278,0,0.0131,0.0282,0.2321,0.0304,0.1204,0.0643,0.0281,0.6627,0.5168,0
7.375,14.1696,0.5285,0,0.013,0.0285,0.229,0.0303,0.1192,0.063,0.0282,0.6621,0.5155,0
7.4375,14.1518,0.5292,0,0.0129,0.0287,0.226,0.0303,0.118,0.0617,0.0283,0.6613,0.5142,0
7.5,14.1339,0.5301,0,0.0127,0.029,0.223,0.0302,0.1167,0.0604,0.0284,0.6605,0.5129,0
7.5625,14.1177,0.5308,0,0.0126,0.0292,0.2203,0.0302,0.1156,0.0592,0.0284,0.6597,0.5117,0
7.625,14.1032,0.5316,0,0.0125,0.0295,0.2179,0.0301,0.1146,0.0581,0.0285,0.659,0.5106,0
7.6875,14.0904,0.5322,0,0.0125,0.0296,0.2158,0.0301,0.1138,0.0572,0.0286,0.6583,0.5097,0
7.75,14.0792,0.5328,0,0.0124,0.0298,0.2139,0.0301,0.113,0.0564,0.0287,0.6578,0.5089,0
7.8125,14.0698,0.5333,0,0.0123,0.03,0.2124,0.03,0.1124,0.0557,0.0287,0.6573,0.5082,0
7.875,14.0619,0.5337,0,0.0123,0.0301,0.2111,0.03,0.1118,0.0551,0.0288,0.6568,0.5076,0
7.9375,14.0558,0.5341,0,0.0122,0.0302,0.2101,0.03,0.1114,0.0547,0.0288,0.6565,0.5071,0
8,14.0513,0.5343,0,0.0122,0.0302,0.2094,0.03,0.1111,0.0543,0.0288,0.6562,0.5068,0
8.0625,14.0485,0.5346,0,0.0122,0.0303,0.2089,0.03,0.1109,0.0541,0.0288,0.656,0.5066,0
8.125,14.0474,0.5347,0,0.0122,0.0303,0.2088,0.03,0.1108,0.0541,0.0288,0.6559,0.5065,0
8.1875,14.048,0.5348,0,0.0122,0.0303,0.2088,0.03,0.1109,0.0541,0.0288,0.6558,0.5065,0
8.25,14.0502,0.5348,0,0.0122,0.0303,0.2092,0.03,0.111,0.0543,0.0288,0.6558,0.5067,0
8.3125,14.0541,0.5347,0,0.0122,0.0302,0.2098,0.03,0.1113,0.0545,0.0288,0.6559,0.507,0
8.375,14.0597,0.5346,0,0.0123,0.0301,0.2107,0.03,0.1117,0.055,0.0288,0.656,0.5074,0
8.4375,14.067,0.5343,0,0.0123,0.03,0.2119,0.03,0.1122,0.0555,0.0287,0.6562,0.5079,0
8.5,14.0759,0.5341,0,0.0124,0.0299,0.2134,0.03,0.1128,0.0561,0.0287,0.6565,0.5086,0
8.5625,14.0854,0.5338,0,0.0124,0.0297,0.2149,0.0301,0.1134,0.0568,0.0286,0.6567,0.5093,0
8.625,14.0954,0.5337,0,0.0125,0.0296,0.2166,0.0301,0.1141,0.0576,0.0286,0.6568,0.51,0
8.6875,14.106,0.5336,0,0.0126,0.0294,0.2183,0.0301,0.1148,0.0583,0.0285,0.6569,0.5108,0
8.75,14.1172,0.5336,0,0.0126,0.0292,0.2202,0.0302,0.1156,0.0591,0.0284,0.6569,0.5116,0
8.8125,14.1289,0.5337,0,0.0127,0.0291,0.2222,0.0302,0.1164,0.06,0.0284,0.6568,0.5125,0
8.875,14.1412,0.5338,0,0.0128,0.0289,0.2242,0.0302,0.1172,0.0609,0.0283,0.6567,0.5134,0
8.9375,14.154,0.5341,0,0.0129,0.0287,0.2264,0.0303,0.1181,0.0618,0.0282,0.6565,0.5143,0
9,14.1674,0.5343,0,0.013,0.0285,0.2287,0.0303,0.119,0.0628,0.0282,0.6562,0.5153,0
9.0625,14.1814,0.5347,0,0.0131,0.0283,0.231,0.0303,0.12,0.0638,0.0281,0.6559,0.5163,0
9.125,14.1959,0.5351,0,0.0132,0.0281,0.2335,0.0304,0.121,0.0649,0.028,0.6554,0.5174,0
9.1875,14.2109,0.5356,0,0.0133,0.0279,0.2361,0.0304,0.122,0.066,0.0279,0.6549,0.5185,0
9.25,14.2266,0.5362,0,0.0134,0.0277,0.2389,0.0305,0.1231,0.0671,0.0278,0.6544,0.5196,0
9.3125,14.2427,0.5368,0,0.0135,0.0275,0.2417,0.0305,0.1242,0.0683,0.0278,0.6537,0.5208,0
9.375,14.2595,0.5375,0,0.0136,0.0272,0.2446,0.0306,0.1253,0.0695,0.0277,0.653,0.522,0
9.4375,14.2768,0.5383,0,0.0137,0.027,0.2477,0.0306,0.1265,0.0708,0.0276,0.6522,0.5232,0
9.5,14.2946,0.5392,0,0.0138,0.0268,0.2509,0.0307,0.1278,0.0721,0.0275,0.6514,0.5245,0
9.5625,14.3136,0.5402,0,0.014,0.0265,0.2543,0.0307,0.1291,0.0735,0.0274,0.6504,0.5258,0
9.625,14.3337,0.5413,0,0.0141,0.0262,0.258,0.0308,0.1305,0.0749,0.0273,0.6493,0.5273,0
9.6875,14.3549,0.5426,0,0.0143,0.026,0.2619,0.0308,0.1319,0.0765,0.0272,0.648,0.5288,0
9.75,14.3772,0.544,0,0.0144,0.0257,0.266,0.0309,0.1335,0.0781,0.027,0.6466,0.5303,0
9.8125,14.4007,0.5456,0,0.0146,0.0254,0.2704,0.031,0.1351,0.0798,0.0269,0.645,0.532,0
9.875,14.4252,0.5473,0,0.0148,0.0251,0.275,0.0311,0.1368,0.0816,0.0268,0.6433,0.5337,0
9.9375,14.4509,0.5492,0,0.0149,0.0248,0.2799,0.0311,0.1386,0.0835,0.0267,0.6415,0.5355,0
10,14.4777,0.5511,0,0.0151,0.0244,0.285,0.0312,0.1405,0.0854,0.0266,0.6395,0.5374,0
10.0625,14.5056,0.5533,0,0.0153,0.0241,0.2905,0.0313,0.1424,0.0875,0.0264,0.6373,0.5393,0
10.125,14.5346,0.5556,0,0.0156,0.0238,0.2962,0.0314,0.1445,0.0896,0.0263,0.6351,0.5413,0
10.1875,14.5647,0.558,0,0.0158,0.0234,0.3022,0.0315,0.1466,0.0918,0.0261,0.6326,0.5434,0
10.25,14.596,0.5606,0,0.016,0.0231,0.3084,0.0316,0.1488,0.094,0.026,0.6301,0.5455,0
10.3125,14.6283,0.5633,0,0.0162,0.0227,0.315,0.0317,0.1511,0.0964,0.0259,0.6274,0.5477,0
10.375,14.6618,0.5661,0,0.0165,0.0223,0.3219,0.0318,0.1534,0.0988,0.0257,0.6245,0.55,0
10.4375,14.6964,0.5691,0,0.0168,0.022,0.3292,0.0319,0.1559,0.1014,0.0256,0.6215,0.5523,0
10.5,14.7321,0.5722,0,0.017,0.0216,0.3367,0.032,0.1584,0.104,0.0254,0.6184,0.5547,0
10.5625,14.7679,0.5753,0,0.0173,0.0212,0.3444,0.0321,0.161,0.1066,0.0252,0.6154,0.5571,0
10.625,14.8036,0.5782,0,0.0176,0.0209,0.3521,0.0322,0.1635,0.1092,0.0251,0.6125,0.5594,0
10.6875,14.8393,0.581,0,0.0179,0.0206,0.36,0.0323,0.166,0.1118,0.025,0.6096,0.5618,0
10.75,14.875,0.5838,0,0.0182,0.0202,0.3679,0.0324,0.1686,0.1144,0.0248,0.6069,0.5641,0
10.8125,14.9107,0.5864,0,0.0185,0.0199,0.376,0.0325,0.1712,0.117,0.0247,0.6043,0.5665,0
10.875,14.9464,0.5889,0,0.0187,0.0196,0.3841,0.0326,0.1737,0.1196,0.0245,0.6017,0.5688,0
10.9375,14.9821,0.5914,0,0.019,0.0193,0.3924,0.0327,0.1763,0.1222,0.0244,0.5993,0.5711,0
11,15.0179,0.5937,0,0.0193,0.019,0.4008,0.0328,0.1789,0.1248,0.0243,0.597,0.5734,0
11.0625,15.0536,0.5959,0,0.0196,0.0187,0.4092,0.033,0.1815,0.1274,0.0241,0.5948,0.5756,0
11.125,15.0893,0.598,0,0.0199,0.0184,0.4178,0.0331,0.1841,0.13,0.024,0.5926,0.5779,0
11.1875,15.125,0.6001,0,0.0202,0.0181,0.4264,0.0332,0.1867,0.1326,0.0239,0.5906,0.5802,0
11.25,15.1607,0.602,0,0.0205,0.0179,0.4352,0.0333,0.1893,0.1352,0.0238,0.5887,0.5824,0
11.3125,15.1964,0.6038,0,0.0208,0.0176,0.4441,0.0334,0.1919,0.1378,0.0236,0.5869,0.5846,0
11.375,15.2321,0.6055,0,0.0211,0.0173,0.453,0.0335,0.1945,0.1404,0.0235,0.5851,0.5868,0
11.4375,15.2679,0.6071,0,0.0215,0.0171,0.4621,0.0336,0.1971,0.143,0.0234,0.5835,0.589,0
11.5,15.3036,0.6087,0,0.0218,0.0169,0.4713,0.0337,0.1997,0.1456,0.0233,0.582,0.5912,0
11.5625,15.3387,0.6101,0,0.0221,0.0166,0.4804,0.0339,0.2023,0.1482,0.0232,0.5806,0.5933,0
11.625,15.3733,0.6114,0,0.0224,0.0164,0.4895,0.034,0.2048,0.1507,0.0231,0.5792,0.5954,0
11.6875,15.4074,0.6127,0,0.0227,0.0162,0.4986,0.0341,0.2073,0.1532,0.023,0.578,0.5975,0
11.75,15.4408,0.6139,0,0.023,0.016,0.5075,0.0342,0.2098,0.1556,0.0229,0.5768,0.5995,0
11.8125,15.4738,0.6149,0,0.0233,0.0158,0.5165,0.0343,0.2122,0.158,0.0228,0.5757,0.6014,0
11.875,15.5061,0.6159,0,0.0236,0.0157,0.5253,0.0344,0.2146,0.1604,0.0227,0.5747,0.6034,0
11.9375,15.5379,0.6168,0,0.0239,0.0155,0.5341,0.0345,0.217,0.1627,0.0226,0.5739,0.6052,0
12,15.5692,0.6176,0,0.0242,0.0153,0.5428,0.0346,0.2193,0.165,0.0225,0.573,0.6071,0
12.0625,15.5999,0.6183,0,0.0244,0.0152,0.5515,0.0347,0.2216,0.1672,0.0224,0.5723,0.6088,0
12.125,15.63,0.619,0,0.0247,0.0151,0.56,0.0348,0.2239,0.1694,0.0223,0.5717,0.6106,0
12.1875,15.6596,0.6195,0,0.025,0.0149,0.5685,0.0349,0.2261,0.1716,0.0223,0.5712,0.6123,0
12.25,15.6886,0.62,0,0.0253,0.0148,0.5769,0.035,0.2282,0.1737,0.0222,0.5707,0.6139,0
12.3125,15.7171,0.6203,0,0.0255,0.0147,0.5852,0.0351,0.2304,0.1758,0.0221,0.5703,0.6156,0
12.375,15.745,0.6206,0,0.0258,0.0146,0.5934,0.0352,0.2325,0.1778,0.0221,0.5701,0.6172,0
12.4375,15.7723,0.6208,0,0.0261,0.0144,0.6015,0.0353,0.2345,0.1798,0.022,0.5699,0.6187,0
12.5,15.7991,0.6209,0,0.0263,0.0143,0.6095,0.0354,0.2365,0.1818,0.0219,0.5698,0.6202,0
12.5625,15.8265,0.621,0,0.0266,0.0142,0.6177,0.0354,0.2386,0.1837,0.0219,0.5697,0.6217,0
12.625,15.8544,0.621,0,0.0269,0.0141,0.6261,0.0355,0.2407,0.1858,0.0218,0.5696,0.6233,0
12.6875,15.8828,0.6211,0,0.0271,0.0141,0.6348,0.0356,0.2428,0.1879,0.0217,0.5695,0.6249,0
12.75,15.9118,0.6212,0,0.0274,0.014,0.6437,0.0357,0.245,0.19,0.0217,0.5695,0.6265,0
12.8125,15.9414,0.6213,0,0.0277,0.0139,0.6529,0.0358,0.2473,0.1921,0.0216,0.5694,0.6281,0
12.875,15.9715,0.6213,0,0.028,0.0138,0.6623,0.0359,0.2495,0.1943,0.0215,0.5694,0.6297,0
12.9375,16.0022,0.6214,0,0.0283,0.0137,0.672,0.036,0.2519,0.1966,0.0215,0.5693,0.6314,0
13,16.0335,0.6214,0,0.0286,0.0136,0.6819,0.0361,0.2542,0.1988,0.0214,0.5693,0.6331,0
13.0625,16.0653,0.6215,0,0.029,0.0135,0.6921,0.0362,0.2567,0.2012,0.0213,0.5692,0.6348,0
13.125,16.0977,0.6215,0,0.0293,0.0135,0.7026,0.0364,0.2591,0.2035,0.0213,0.5692,0.6365,0
13.1875,16.1306,0.6215,0,0.0296,0.0134,0.7133,0.0365,0.2616,0.2059,0.0212,0.5691,0.6383,0
13.25,16.1641,0.6215,0,0.03,0.0133,0.7243,0.0366,0.2642,0.2084,0.0211,0.5691,0.64,0
13.3125,16.1981,0.6216,0,0.0303,0.0133,0.7356,0.0367,0.2668,0.2108,0.0211,0.5691,0.6418,0
13.375,16.2327,0.6216,0,0.0307,0.0132,0.7472,0.0368,0.2694,0.2134,0.021,0.5691,0.6436,0
13.4375,16.2679,0.6216,0,0.031,0.0132,0.759,0.0369,0.2721,0.2159,0.021,0.5691,0.6454,0
13.5,16.3036,0.6216,0,0.0314,0.0131,0.7712,0.0371,0.2749,0.2185,0.0209,0.5691,0.6473,0
13.5625,16.3387,0.6216,0,0.0318,0.0131,0.7833,0.0372,0.2776,0.2211,0.0208,0.569,0.6491,0
13.625,16.3733,0.6218,0,0.0321,0.013,0.7952,0.0373,0.2802,0.2236,0.0208,0.5689,0.6508,0
13.6875,16.4074,0.622,0,0.0325,0.013,0.8071,0.0374,0.2829,0.2261,0.0207,0.5687,0.6525,0
13.75,16.4408,0.6222,0,0.0328,0.013,0.8189,0.0375,0.2854,0.2285,0.0207,0.5684,0.6542,0
13.8125,16.4738,0.6226,0,0.0332,0.013,0.8306,0.0377,0.288,0.2309,0.0206,0.5681,0.6558,0
13.875,16.5061,0.623,0,0.0335,0.0129,0.8422,0.0378,0.2905,0.2333,0.0206,0.5677,0.6574,0
