Municipality,Parish,Municipality (ID 2),Parish (ID 3),Cases (mean),popden_mean,altitude_mean,fcover_mean,Cropland,Mixed,Vegetation,Urban,Bare,Shores,cmi_all_mean,cmi_jan_mean,cmi_fev_mean,cmi_mar_mean,cmi_abr_mean,cmi_may_mean,cmi_jun_mean,cmi_jul_mean,cmi_ago_mean,cmi_set_mean,cmi_oct_mean,cmi_nov_mean,cmi_dez_mean,hurs_all_mean,hurs_jan_mean,hurs_fev_mean,hurs_mar_mean,hurs_abr_mean,hurs_may_mean,hurs_jun_mean,hurs_jul_mean,hurs_ago_mean,hurs_set_mean,________________october,november,HD,pr_all_mean,pr_jan_mean,pr_fev_mean,pr_mar_mean,pr_abr_mean,pr_may_mean,pr_jun_mean,pr_jul_mean,pr_ago_mean,pr_set_mean,pr_oct_mean,pr_nov_mean,pr_dez_mean,Wall,WJ,WF,WM,WA,WM,WJ,WJ,WA,WS,WO,WN,WD,maxtemp_all_mean,maxtemp_jan_mean,maxtemp_fev_mean,maxtemp_mar_mean,maxtemp_abr_mean,maxtemp_may_mean,maxtemp_jun_mean,maxtemp_jul_mean,maxtemp_ago_mean,maxtemp_set_mean,maxtemp_oct_mean,maxtemp_nov_mean,maxtemp_dez_mean,mintemp_all_mean,mintemp_jan_mean,mintemp_fev_mean,mintemp_mar_mean,mintemp_abr_mean,mintemp_may_mean,mintemp_jun_mean,mintemp_jul_mean,mintemp_ago_mean,mintemp_set_mean,mintemp_oct_mean,mintemp_nov_mean,mintemp_dez_mean,temp_all_mean,temp_jan_mean,temp_fev_mean,temp_mar_mean,temp_abr_mean,temp_may_mean,temp_jun_mean,temp_jul_mean,temp_ago_mean,temp_set_mean,temp_oct_mean,temp_nov_mean,temp_dez_mean
Funchal,1,183,2552,89.75,3588.107409,146.1538462,0.392400022,0.015873016,0.119047619,0.023809524,0.73015873,0.007936508,0.103174603,27.44523794,135.7071413,127.207143,57.74285671,10.70714289,-65.23571505,-115.2499995,-159.3214286,-143.357145,-33.59285722,99.35714286,171.9642857,243.4142881,0.603236903,0.60245714,0.608314284,0.608121429,0.592628573,0.596985706,0.60245,0.599578568,0.598500001,0.599457132,0.606499996,0.606957146,0.616892857,146.3035717,205.25,209.278571,169.9285692,144.164287,84.60000011,42.19999995,12.05714294,18.21428571,97.85000065,210.1214284,249.7571444,312.2214312,2.071404765,2.270785732,2.22035718,2.296142876,2.147785723,1.983285734,1.795071415,2.022428555,1.888928575,1.722500009,1.959428557,2.182857122,2.367285703,19.60535723,16.37857144,16.2928571,16.91428593,17.42142854,18.88571439,21.07857146,22.83571461,23.89285728,23.45000008,21.38571439,19.24285712,17.48571437,16.4255952,13.97142853,13.52142859,13.80714287,14.23571416,15.46428571,17.2214286,18.57857132,19.76428563,19.97142873,18.61428561,16.77857133,15.17857136,17.89404765,15.21428571,14.87857144,15.26428563,15.72142846,17.0285714,18.93571431,20.38571467,21.5,21.48571423,19.90714305,18.01428563,16.39285728
Funchal,3,183,2553,89.75,1041.91653,888.8823529,0.274500016,0.007352941,0.095588235,0.647058824,0.235294118,0.014705882,0,60.77401968,186,180.3647066,105.011765,54.36470682,-36.52352939,-106.3352935,-173.117648,-151.4352965,-14.2705882,144.5588235,227.9941191,312.6764706,0.606591666,0.620594123,0.612023529,0.592635295,0.607688241,0.608658822,0.592117648,0.554682353,0.574729409,0.613705881,0.634194118,0.625288231,0.642782345,185.7348039,262.6000007,268.4294137,219.7882349,184.7647068,108.417647,55.27058837,17.2176471,25.47058835,123.3235303,262.1882342,313.0235273,388.3235276,3.669416677,3.893058812,3.842588256,3.984999993,3.800000022,3.557411811,3.334529414,3.765705873,3.49711766,3.112882362,3.428235285,3.775058866,4.041411771,16.51225487,12.36764711,12.43823534,13.4558823,13.70294111,15.62058802,19.26764701,22.4441176,22.5970588,20.39117645,17.56764704,15.03823533,13.25588238,13.05098041,9.761764779,9.432352964,10.05588243,10.25588235,11.90294126,15.13235289,17.82647066,18.1205883,16.56176455,14.53823533,12.32647066,10.69705876,14.65196072,11.10882344,10.93823528,11.632353,11.86176474,13.59117637,16.96176467,19.80882342,19.99705864,18.22647039,15.95000009,13.67352929,12.07352936
Funchal,2,183,2554,89.75,1225.299226,797.326087,0.392631598,0.036809816,0.110429448,0.665644172,0.180981595,0.006134969,0,61.4699274,185.2826084,179.2347827,104.6978262,54.05000048,-36.88695684,-105.1499999,-168.8586957,-147.8847825,-12.2456522,145.3956518,227.7260865,312.2782599,0.617452718,0.62852174,0.621452175,0.605228267,0.616219569,0.618830435,0.608221742,0.576741302,0.592076084,0.622017391,0.64009565,0.630636956,0.649391301,183.9969208,259.1652195,264.8565229,217.5043481,183.8565223,107.9869567,54.89782599,16.81739129,24.65217395,122.6195657,260.2326083,310.0260866,385.3478281,3.519422107,3.757152166,3.703304363,3.840434787,3.653782616,3.414043494,3.17078261,3.560347837,3.315782612,2.972934793,3.297956519,3.639043484,3.9075,17.05036231,13.01739133,13.08695652,14.05652169,14.3347826,16.19565207,19.62391298,22.57391304,22.86956526,20.94347829,18.21304354,15.73695649,13.95217392,13.52481884,10.36521743,10.02173919,10.59565217,10.82608698,12.41086956,15.38043484,17.84782609,18.30869559,17.05434785,15.13913041,12.98695649,11.36086954,15.15271737,11.74565214,11.54782608,12.20652174,12.46304344,14.13260864,17.25434778,19.86521737,20.21521734,18.74130438,16.56521743,14.35217378,12.7434783
Machico,4,184,2555,29.35,452.1233028,378.4545455,0.498769257,0.104651163,0.23255814,0.372093023,0.244186047,0,0.046511628,22.59935894,125.7846169,123.8153839,56.90000065,2.592307554,-65.63846089,-107.3307689,-150.1153858,-132.7615392,-31.36923064,89.27692208,152.8461538,207.1923077,0.661134616,0.653300001,0.660061538,0.649592308,0.650776927,0.660361528,0.675338461,0.673523073,0.671684618,0.664838452,0.665046165,0.652646161,0.656446159,137.9275638,196.8461538,204.1615366,163.9846168,128.7692319,76.0692303,42.68461521,15.54615366,23.50769219,95.37692319,197.869231,232.6153834,277.6999969,4.128846156,4.261769221,4.2300769,4.376692295,4.214307693,3.973692344,3.899153856,4.536384619,4.154461604,3.573615368,3.799538411,4.15015382,4.376307744,18.44487179,15.35769228,15.16538473,15.73461547,16.11923064,17.59615355,19.98076923,21.87307739,22.71923065,22.08846136,20.16538473,18.09615385,16.44230762,16.01282054,13.4346155,12.98846149,13.31923081,13.67307707,14.95000003,17.11153852,18.83461556,19.75,19.45769222,17.98846142,16.10384626,14.54230756,17.15320507,14.40384615,14.07307684,14.46538463,14.82692308,16.15769225,18.41923083,20.17307663,21.04230763,20.63461524,19.01153843,17.08846151,15.54230763
Machico,5,184,2556,9.95,179.7012834,183.6111111,0.341538483,0.055084746,0.093220339,0.18220339,0.101694915,0.105932203,0.461864407,-28.68191041,55.98780488,58.48780479,2.55121971,-45.89756112,-100.7414631,-130.6536588,-165.6512198,-152.5219503,-71.38048749,20.34634127,72.91219535,112.3780497,0.623475,0.609836587,0.62454634,0.625219511,0.613721955,0.621487801,0.633731705,0.63820244,0.635429265,0.628034148,0.622900002,0.616890241,0.611700001,103.2471545,147.9292688,153.902439,124.1512187,93.8609755,55.37073163,32.80731708,13.05609752,19.21707323,72.71951247,148.043901,172.8878051,205.0195134,5.054465456,5.165999994,5.144097578,5.305097568,5.15336585,4.869146359,4.860439027,5.648902469,5.16017073,4.400609772,4.620341481,5.042073186,5.28334146,19.21260162,16.55487842,16.28170707,16.66951238,17.0792686,18.37682915,20.22317082,21.60365835,22.73780488,22.74756111,21.22073136,19.33536576,17.72073155,17.12154477,14.82560977,14.35731711,14.56951218,14.95000002,16.09146358,17.8134146,19.11341462,20.30121961,20.55731732,19.31585372,17.55243902,16.01097565,18.10853658,15.67926805,15.30121945,15.56951218,15.96463424,17.15243912,18.92804844,20.24024387,21.38902446,21.54512215,20.20609739,18.42560996,16.90121962
Machico,3,184,2557,9.95,470.2780301,343.6666667,0.541655198,0.143382353,0.088235294,0.522058824,0.150735294,0.014705882,0.080882353,20.3938034,122.3153845,120.5307695,56.38205127,0.120512748,-67.38717896,-107.7410257,-148.8179501,-130.4128201,-30.48974355,86.16666647,146.8974361,197.1615385,0.662080129,0.651641027,0.660710258,0.651715384,0.653700002,0.663082054,0.677574358,0.677097441,0.673710255,0.66514102,0.665346156,0.652497437,0.652746156,133.0927347,189.5000004,197.1435903,159.76923,124.2974359,73.92564099,42.57435862,16.28461522,24.03333331,93.27179464,190.482051,222.1692305,263.6615354,3.929863242,4.036871812,4.01343589,4.144358965,4.017051281,3.794000014,3.749974367,4.337923062,3.975230743,3.412846137,3.605846142,3.934487159,4.136333331,18.50256414,15.42179489,15.24230771,15.8115384,16.18589748,17.66538463,20.00128208,21.85769272,22.73717944,22.15256417,20.24743594,18.18589748,16.52179476,16.03418803,13.47564101,13.03717946,13.34743585,13.69871797,14.97307689,17.10128197,18.77564112,19.7192308,19.48846157,18.03717951,16.15000003,14.60641022,17.1901709,14.46282052,14.12692312,14.50384614,14.87820513,16.22179484,18.424359,20.12948672,21.03461544,20.67307692,19.08333328,17.15512821,15.58846148
Machico,1,184,2558,29.35,88.47628569,676.0588235,0.59052177,0.017948718,0.094871795,0.792307692,0.007692308,0.002564103,0.084615385,55.66607135,174.9660715,170.4178584,100.6160712,38.58214299,-44.5232141,-100.6928575,-152.9339294,-127.2607145,-4.36785714,136.2553571,207.0749982,269.8589295,0.647970833,0.650374999,0.649855358,0.632178574,0.647475002,0.65244643,0.649271424,0.626298212,0.637233931,0.654321425,0.664962501,0.652166073,0.659066068,161.9946429,229.5714286,237.6517871,194.9392847,156.5232147,93.36428615,51.835714,19.00714285,27.55535722,111.4750001,229.5607139,269.2785707,323.173215,3.375078871,3.49364286,3.46982143,3.589410714,3.472482136,3.276214297,3.185553572,3.636732146,3.351660718,2.912767853,3.113589285,3.403928563,3.595142873,17.48913687,13.87142861,13.82857139,14.61785712,14.91964279,16.62857151,19.61607136,22.1196426,22.64821424,21.2696429,18.89107137,16.58749998,14.87142857,14.48437499,11.56071429,11.17142854,11.64107137,11.90892865,13.37321423,16.05357136,18.2446428,18.86250002,17.98392863,16.23928571,14.17857139,12.59464284,15.87931543,12.74821426,12.49285712,13.03392853,13.32142855,14.86607133,17.65535709,19.91428546,20.46607137,19.41785715,17.47500009,15.37142859,13.78928563
Machico,2,184,2559,29.35,113.6720113,638.4,0.685000032,0.051470588,0.213235294,0.735294118,0,0,0,58.50125001,176.3150017,171.7600006,101.0799992,39.45500011,-41.57999992,-95.03999977,-145.5350006,-120.9200008,-0.864999959,139.0099998,208.1949997,270.1400002,0.689036668,0.689185005,0.684360006,0.662270004,0.685035005,0.694579998,0.703995001,0.684870002,0.691189995,0.695209998,0.702639997,0.680740005,0.694365001,160.8058334,228.0550003,236.6250015,192.6050003,153.7650009,91.68000031,51.19499969,18.74999981,27.5999999,111.2699997,229.1700005,268.3899986,320.5649994,3.412754158,3.518449974,3.496650016,3.616999996,3.502049971,3.306750011,3.236449993,3.717549968,3.41704998,2.953850007,3.140950024,3.429449964,3.616849995,17.36541662,13.77500005,13.69500008,14.475,14.77499995,16.48499994,19.51499987,22.03999968,22.53499985,21.11500006,18.75500002,16.46000004,14.75999994,14.52791669,11.59499998,11.17999997,11.65500007,11.92499995,13.4,16.14499998,18.42000008,18.9750001,18.02000017,16.24500003,14.16000004,12.61499996,15.84583327,12.70999994,12.43499994,12.975,13.25999999,14.81499982,17.65499992,19.98000002,20.48999987,19.375,17.41499982,15.30999994,13.72999997
Porta do Sol,2,185,2560,9.95,182.7505066,972.0789474,0.362322596,0.114942529,0.206896552,0.555555556,0.088122605,0,0.034482759,101.5672913,243.9449982,235.3724987,159.6549999,99.37749996,-14.73750003,-97.94250011,-170.7275002,-150.2875,8.272499985,197.3674994,300.4025005,408.1099991,0.596903959,0.610107501,0.602172503,0.584560002,0.600072499,0.599537502,0.581824999,0.543195002,0.562917502,0.604324999,0.625382501,0.617350002,0.6314025,226.1735414,317.9874981,323.3275002,274.2299995,231.9724987,132.2900005,65.79499998,18.62499988,24.96250005,145.1074997,314.6275002,381.7025024,483.454998,3.049772913,3.169474983,3.165499988,3.310275003,3.207575023,3.042224997,2.860024989,3.114200002,2.881675014,2.573424992,2.823674992,3.113924986,3.33529999,16.29104169,12.34750006,12.36249998,13.30249991,13.46999998,15.29749992,18.8625001,21.97000012,22.16750002,20.0775001,17.40250013,14.98999989,13.24250002,13.185,9.972499979,9.635000026,10.22000002,10.39499998,12.01000001,15.19249995,17.86250005,18.18249998,16.68999999,14.66499999,12.50249999,10.8925,14.62166668,11.18000003,10.98250004,11.66000001,11.8325,13.51250002,16.83750007,19.62000003,19.87499995,18.15499997,15.94999998,13.72249997,12.13250003
Porta do Sol,1,185,2561,29.35,357.5341215,403,0.51000002,0.022222222,0.355555556,0.377777778,0.066666667,0,0.177777778,71.81041703,197.7250004,190.0375023,118.4250021,64.31250048,-35.29999995,-103.875,-162.4125004,-149.6875,-13.77500013,156.4500008,251.1125011,348.7124977,0.623059373,0.617799997,0.621912502,0.620149992,0.615037508,0.622275002,0.628999993,0.619512498,0.620849997,0.623299994,0.630349994,0.622549996,0.633974999,199.8333328,279.7999935,284.125,239.8124981,204.0874977,116.7374992,56.40000057,14.58750021,19.88750029,127.9749985,281.0250015,341.1000023,432.4625015,2.605989589,2.736875027,2.726875037,2.843625039,2.747624993,2.596500039,2.424124986,2.617500037,2.420249969,2.178125009,2.415124953,2.68037498,2.884875,18.6197917,15.46249998,15.31250012,15.96249986,16.26249993,17.68750048,20.10000014,22.16250014,23.04999995,22.36249995,20.32500005,18.23749995,16.51249981,15.82187503,13.32500005,12.85000002,13.16250002,13.48750007,14.7249999,16.79999995,18.4625001,19.47500038,19.32499981,17.85000014,15.99999988,14.39999998,17.12291668,14.4124999,14.07499993,14.47500002,14.77499998,16.11250031,18.2874999,20.07500005,21,20.67500043,19.01249981,17.08749986,15.48749995
Porta do Sol,3,185,2562,9.95,157.7376628,907.9811321,0.406363658,0.08478803,0.236907731,0.591022444,0.064837905,0,0.02244389,96.85125779,236.439623,229.2188669,153.7056601,95.12641554,-16.39433956,-98.32641544,-171.5792449,-150.4698112,7.162264191,191.6037732,290.7641507,394.9641511,0.600231448,0.614356607,0.60566981,0.587467926,0.603428302,0.602473585,0.584884911,0.545560379,0.565911321,0.607933963,0.628667926,0.620616985,0.635805661,221.7160375,310.9377346,317.1547189,268.2886787,227.1132067,130.2943405,65.64339591,19.1566038,25.80754708,144.249056,309.0245281,372.6075468,470.3150934,3.452078615,3.611226415,3.596924512,3.756113205,3.628320761,3.431264153,3.207962254,3.498415097,3.24611321,2.909849054,3.206622639,3.537452842,3.794679232,16.34685534,12.28962263,12.3481132,13.33490562,13.51792447,15.3877358,19.01037724,22.16886797,22.35000013,20.19150943,17.42735852,14.95754719,13.17830187,13.01226416,9.763207535,9.4349057,10.04056611,10.21415095,11.85377353,15.03867928,17.73301884,18.03301887,16.53301885,14.49905664,12.31226423,10.69150942,14.55188679,11.06132078,10.87075472,11.58018872,11.759434,13.45377362,16.81415097,19.61792446,19.85943395,18.11226411,15.86698111,13.6198112,12.00660382
Porto Moniz,1,186,2563,0,15.09852868,598.4666667,0.665714306,0,0.040322581,0.798387097,0,0,0.161290323,90.41470593,222.2941176,215.1529415,148.3117649,84.46470474,-22.7058824,-95,-157.4588219,-137.2882358,4.15882353,180.3823529,275.0823517,367.5823544,0.656995588,0.651005875,0.651158831,0.637982354,0.655247064,0.665929412,0.670364702,0.647317648,0.654647063,0.664270587,0.669847057,0.652141178,0.664035285,204.0338233,286.8000004,292.0588253,251.3823529,209.282354,118.4764714,60.31176489,17.58235303,21.36470593,126.2294101,282.7588223,347.2294078,434.929411,5.090700978,5.187176452,5.224470587,5.49647062,5.299176469,5.060235276,4.836823477,5.375470582,4.952823527,4.352529414,4.70305886,5.160764666,5.439411808,17.33137249,14.3911765,14.12647062,14.64411775,14.77941171,16.17941166,18.85588253,21.12647012,21.75588249,20.77941165,18.97352925,16.97941141,15.38529424,15.48823533,12.8088237,12.37941181,12.73823536,12.93235302,14.2911764,16.8500001,18.97352948,19.64999996,18.89117622,17.24411774,15.30294127,13.79705889,16.3651961,13.57941162,13.23235299,13.65000007,13.80882342,15.19705879,17.80294127,19.95000009,20.59117665,19.7735295,18.06764704,16.1205883,14.6088235
Porto Moniz,2,186,2564,9.95,66.92711909,575.4473684,0.755285744,0.035947712,0.088235294,0.754901961,0.016339869,0.006535948,0.098039216,103.4711542,240.4794883,233.3205136,165.0076926,96.7256411,-14.17179479,-88.23076923,-152.6948708,-131.9205127,14.70769232,196.7589743,293.2846163,388.3871789,0.664383974,0.661520515,0.660382054,0.644320511,0.662174358,0.67240769,0.675628202,0.652146153,0.659517953,0.670458968,0.678223077,0.661235903,0.674592305,214.2675216,300.6846165,307.5948741,265.3051265,219.6923069,125.0615393,65.29743625,20.21282054,24.4179487,134.5128201,296.4820506,361.0820516,450.8666679,4.317153843,4.413282058,4.438794851,4.663410254,4.494794864,4.287153825,4.089461553,4.539820518,4.1909487,3.690743575,3.994179499,4.382999995,4.620256418,17.22435896,14.15256407,13.92179487,14.49615376,14.64743595,16.09615382,18.87307695,21.25769229,21.83974359,20.74230757,18.79358976,16.74743586,15.12435906,15.16923076,12.4294872,12.00128206,12.3987179,12.57564109,13.98589738,16.60897419,18.77564103,19.42179489,18.5961539,16.89358978,14.92435893,13.41923075,16.13974362,13.27564103,12.94230779,13.3935897,13.57051284,14.98589743,17.66538468,19.88846168,20.50128208,19.56282053,17.79358969,15.80641028,14.29102565
Porto Moniz,3,186,2565,0,8.398418635,786.5714286,0.752000029,0.003289474,0.042763158,0.921052632,0,0,0.032894737,117.4216664,262.4622226,254.7333323,182.8977773,112.7155552,-4.786666571,-85.54444495,-156.3777771,-133.0711126,24.71333327,215.7111111,316.5733334,419.0333327,0.650444074,0.65915555,0.651606666,0.629591113,0.65193556,0.656951107,0.648231112,0.613355555,0.629840002,0.657755552,0.673097777,0.658953332,0.674855559,229.1035183,322.2555559,329.4933336,283.4355554,235.2200005,134.0555552,69.86888885,21.85555556,27.02666668,145.3688885,316.1888862,383.7200005,480.7533332,4.126161102,4.226777771,4.24542222,4.455133343,4.310400009,4.109399986,3.911688868,4.315644418,3.987288872,3.520644437,3.814822218,4.187022204,4.429688883,16.72962962,13.27666664,13.1544444,13.89444442,14.0455556,15.65666663,18.78333333,21.49222238,21.89888891,20.36111098,18.10333328,15.89000003,14.19888886,14.22185185,11.2677778,10.87222222,11.36111113,11.53444445,13.0388888,15.92777765,18.3366667,18.81666671,17.68333331,15.83222222,13.76555559,12.22555555,15.3925926,12.27222218,11.99444451,12.54111108,12.72333332,14.26111111,17.23444455,19.71222225,20.15666669,18.86555553,16.89222226,14.80111112,13.25666663
Porto Moniz,4,186,2566,29.35,30.62446508,911.84375,0.611280027,0.023166023,0.005791506,0.886100386,0,0,0.084942085,118.700966,263.0594221,255.8884043,185.2304346,113.5579706,-3.321739109,-84.18260889,-154.5913042,-126.7057976,32.70579723,218.544927,313.8391301,410.3869563,0.630359783,0.643092752,0.634821736,0.61071304,0.634875367,0.636594204,0.620781158,0.580931884,0.601262319,0.638808697,0.657462321,0.645930434,0.659043483,223.4741546,313.688406,321.6246384,277.0652176,229.4797096,131.6536233,70.12173904,23.04347815,28.71594183,144.41884,308.5623187,370.9159418,462.4000005,3.783026576,3.891159431,3.900797111,4.087115944,3.95330436,3.763318843,3.571463778,3.935942018,3.645724642,3.227521737,3.504217407,3.844884067,4.07086957,16.42065217,12.67318839,12.63260863,13.49347825,13.64275366,15.3963768,18.79202898,21.72971023,22.00652186,20.15434779,17.64565211,15.30507247,13.57608683,13.52391302,10.40072464,10.03985503,10.59347823,10.76304348,12.35289851,15.42826086,17.99782612,18.37463758,17.01376813,15.05869557,12.91521743,11.34855069,14.87137679,11.55144926,11.32101449,11.94565215,12.1181159,13.75289851,16.93985506,19.62391298,19.92826089,18.39202899,16.26884062,14.08913035,12.52536224
Ribeira Brava,3,188,2569,9.95,375.5699676,651.8518519,0.608545481,0.116402116,0.148148148,0.566137566,0.121693122,0,0.047619048,64.91408053,186.9068951,180.1517247,107.2931037,57.06206851,-36.48620701,-103.3344821,-163.3310342,-145.4551728,-9.710344725,149.1379318,233.5896549,323.1448285,0.628625862,0.635755173,0.628558623,0.618196553,0.623844827,0.627917247,0.62711379,0.602427585,0.613731033,0.632558615,0.644110343,0.633586209,0.655710344,187.3502875,261.3068974,266.8310352,221.7241379,189.5620685,110.7172415,55.47586178,15.89999998,22.5103448,125.1724135,265.1551724,316.3655196,397.4827576,3.139295978,3.419793113,3.358275866,3.479758616,3.291068965,3.056517247,2.759000005,3.020793101,2.834482781,2.605620688,2.964172363,3.300655184,3.581413803,17.8123563,13.99482757,14.01896556,14.91206896,15.24310332,16.98793096,20.07068963,22.69482757,23.22586211,21.71551724,19.14655172,16.77413792,14.96379303,14.28735632,11.34655181,10.97413791,11.44655178,11.73275859,13.21896543,15.81551713,17.93620688,18.63620705,17.8362069,16.08793091,14.02241378,12.39482771,15.91034479,12.71551721,12.47068971,13.05344818,13.37413788,14.93275859,17.69482761,19.96034491,20.54999983,19.515517,17.51551733,15.38793103,13.75344822
Ribeira Brava,2,188,2570,9.95,280.3098823,618.3,0.543250024,0.024561404,0.284210526,0.568421053,0.094736842,0,0.028070175,78.32886154,205.9219502,199.5414637,125.4146345,72.10243881,-27.65365851,-99.37073219,-163.1951212,-144.1390247,-0.802439074,167.1146337,255.4073155,349.6048778,0.637358739,0.645070733,0.636899995,0.624368293,0.633126829,0.637365851,0.636173176,0.609709759,0.622331708,0.642348779,0.654124389,0.642180486,0.664604876,200.0502033,278.9926847,285.2463409,238.4609758,203.4926825,118.5780491,59.63902432,17.27317077,24.04146325,133.0829271,282.0487812,336.8585361,422.887804,3.692148372,3.963829262,3.912000005,4.063682923,3.875000006,3.623170719,3.31412195,3.62104877,3.384926842,3.082853666,3.46580485,3.845,4.154341471,17.6270325,13.77439024,13.81097554,14.70853659,15.03780479,16.78902421,19.91829267,22.61341453,23.12073173,21.54268293,18.93292697,16.54512196,14.73048785,14.08313011,11.11097565,10.73780487,11.23048782,11.50853662,12.99878046,15.66219518,17.84756098,18.50365867,17.62804876,15.84268293,13.77682925,12.15000008,15.71199185,12.48414635,12.25487807,12.8402439,13.14999997,14.71585362,17.54024382,19.87195127,20.42804876,19.32317069,17.27926826,15.14512197,13.51097558
Ribeira Brava,4,188,2571,9.95,31.144705,950.8478261,0.505473709,0,0.177842566,0.822157434,0,0,0,103.9931159,242.3586943,236.689131,160.7869561,100.6369566,-8.449999989,-88.95217431,-162.1826082,-136.445653,21.43478263,201.0369555,292.4108714,388.5934787,0.639955978,0.656378261,0.642082607,0.615745653,0.644541302,0.645993479,0.629273915,0.582782606,0.608471741,0.65138913,0.67101522,0.655250001,0.676547825,218.6565221,306.0652207,314.0413042,264.267391,222.8869566,130.1869573,67.78478224,21.5934782,29.51739125,146.0326094,305.5347827,363.7891302,452.1782611,4.280682975,4.513130432,4.475086969,4.664108686,4.484195629,4.223652179,3.920717382,4.314065215,4.029826112,3.623152178,4.002086958,4.399760894,4.71841307,16.38496376,12.1173913,12.24565222,13.31086955,13.53913038,15.50217388,19.2456522,22.5,22.63695651,20.33695648,17.37826096,14.82608692,12.98043477,12.58894927,9.263043497,8.928260824,9.580434706,9.769565282,11.44782612,14.68695649,17.42608696,17.71304338,16.1282609,14.08043476,11.84347827,10.20000002,14.33550726,10.73043478,10.57826083,11.31521743,11.51956527,13.28043482,16.7021739,19.57391312,19.76739137,17.94999998,15.60217389,13.31956523,11.68695655
Ribeira Brava,1,188,2572,0,87.40643758,814.0689655,0.564571455,0.060773481,0.337016575,0.524861878,0.049723757,0,0.027624309,90.20976967,224.2586202,218.2275875,143.003448,87.44482724,-18.95172412,-96.96206928,-167.6517245,-148.141379,4.331034497,182.5,277.0413771,377.4172384,0.619400287,0.632075863,0.622179307,0.605027583,0.619603447,0.620765522,0.609555176,0.573796553,0.592375864,0.626831038,0.643927582,0.633586207,0.653079308,215.1287355,300.6275861,307.3793124,258.6931026,219.7758615,127.1931039,64.27586194,18.84482775,25.70344807,141.8724131,301.5034485,361.3551709,454.3206892,3.604873562,3.811137931,3.781724124,3.94010344,3.787206896,3.565275875,3.304379328,3.605137915,3.355517239,3.027275866,3.362827585,3.717827608,4.000068936,16.77442528,12.74655165,12.80862065,13.7810345,14.02241381,15.87068972,19.34999979,22.36724143,22.65344837,20.67068968,17.9189655,15.45344833,13.64999991,13.29252872,10.11896544,9.774137924,10.36379306,10.57068969,12.163793,15.18448271,17.71551724,18.12931034,16.82241371,14.86379314,12.71551727,11.08793107,14.89712645,11.47413793,11.27413792,11.94655178,12.17758626,13.83275867,17.03965523,19.69482757,20.02931029,18.48793112,16.2810344,14.07413792,12.45344826
Sao Vicente,3,189,2573,9.95,45.02686057,837,0.571428598,0.002702703,0,0.97027027,0,0,0.027027027,88.32807985,217.8826092,212.4956516,144.8739128,78.02173942,-19.88478253,-87.2999999,-149.1978266,-121.3326088,18.81521736,178.2304349,256.8434787,330.4891321,0.645606884,0.653530434,0.647889132,0.626660869,0.649560869,0.652604347,0.641176089,0.607160869,0.624545649,0.653393478,0.669532611,0.655295649,0.665932606,191.4550721,267.5782593,276.5826098,235.5847818,192.9326096,115.0086957,64.47608682,23.74782616,31.40652155,130.321738,267.4521733,313.1456521,379.2239108,3.150447467,3.294652177,3.27319565,3.400652194,3.281217407,3.098956512,2.922760844,3.241434763,3.030108706,2.696717401,2.939152199,3.21745653,3.409065218,17.05289853,13.07608694,13.13478252,14.09782609,14.34347818,16.18695643,19.54782602,22.41304381,22.78695641,20.98043479,18.26304342,15.79999998,14.00434782,13.39963768,10.28695648,9.926086944,10.47391307,10.71304344,12.2978261,15.19130433,17.6152175,18.09347833,16.94130429,15.05000002,12.91304346,11.29347824,15.08568841,11.72391299,11.51956519,12.16521744,12.4152174,14.06086947,17.11956528,19.65869588,20.05652187,18.68478244,16.55217388,14.34565219,12.72608695
Sao Vicente,2,189,2574,0,132.3997166,692.4285714,0.589142889,0.013888889,0,0.833333333,0.020833333,0,0.131944444,79.60912683,202.5142866,199.1952384,135.3904771,68.4333329,-25.73333322,-87.66666739,-145.0190481,-118.2476193,15.25714272,166.0047611,239.1000003,306.0809508,0.646684525,0.648690473,0.647619049,0.629776188,0.648942859,0.653361911,0.648509531,0.621980951,0.634576184,0.653747624,0.665114289,0.650680956,0.657214284,181.1896818,251.6333306,261.790475,224.9523795,182.919047,109.1142862,62.77619117,23.78095254,30.55238088,124.4380947,253.2952394,294.4428529,354.5809515,2.991361115,3.140285719,3.119809565,3.242333333,3.119809525,2.945714309,2.758285698,3.041523797,2.85466667,2.556380976,2.800761887,3.069047633,3.24771427,17.60357145,13.84523805,13.85476194,14.73095244,15.01666673,16.73571423,19.81190473,22.40238108,22.95952388,21.51666668,18.96428571,16.5976191,14.80714285,14.02738096,11.09761906,10.6833334,11.18809518,11.45952384,12.94523811,15.56904752,17.71666672,18.38809522,17.58333338,15.82619059,13.74047611,12.13095243,15.67698413,12.51190472,12.26904756,12.83095233,13.11666661,14.6738096,17.44047628,19.70238113,20.3071428,19.28333319,17.29285717,15.15000003,13.54523818
