Date,Temp,Hum,Prec
15/05/2008,16,57,0
16/05/2008,16,43,0
17/05/2008,15,52,0
18/05/2008,16,46,0
19/05/2008,15,59,0
20/05/2008,16,57,0
21/05/2008,18,64,0
22/05/2008,17,68,0
23/05/2008,17,41,0
24/05/2008,17,50,0
25/05/2008,17,52,0
26/05/2008,18,53,0
27/05/2008,17,56,0
28/05/2008,16,57,0
29/05/2008,17,53,0
30/05/2008,17,49,0
31/05/2008,16,49,0
01/06/2008,17,60,0
02/06/2008,16,68,0
03/06/2008,18,60,0
04/06/2008,18,56,0
05/06/2008,17,57,0
06/06/2008,18,60,0
07/06/2008,18,50,0
08/06/2008,17,53,0
09/06/2008,17,53,0
10/06/2008,17,56,0
11/06/2008,17,60,0
12/06/2008,17,57,0
13/06/2008,18,57,0
14/06/2008,17,54,0
15/06/2008,18,61,0
16/06/2008,20,57,0
17/06/2008,19,53,0
18/06/2008,19,53,0
19/06/2008,19,50,0
20/06/2008,17,50,0
21/06/2008,18,61,0
22/06/2008,20,50,0
23/06/2008,20,47,0
24/06/2008,20,64,0
25/06/2008,20,53,0
26/06/2008,21,57,0
27/06/2008,20,54,0
28/06/2008,19,42,0
29/06/2008,20,51,0
30/06/2008,21,61,0
01/07/2008,21,21,0
02/07/2008,20,31,0
03/07/2008,20,53,0
04/07/2008,19,54,0
05/07/2008,20,65,0
06/07/2008,20,69,0
07/07/2008,20,61,0
08/07/2008,19,53,0
09/07/2008,20,57,0
10/07/2008,21,51,0
11/07/2008,20,61,0
12/07/2008,21,53,0
13/07/2008,20,47,0
14/07/2008,21,47,0
15/07/2008,21,54,0
16/07/2008,21,54,0
17/07/2008,21,54,0
18/07/2008,21,50,0
19/07/2008,20,61,0
20/07/2008,20,61,0
21/07/2008,21,54,0
22/07/2008,21,57,0
23/07/2008,20,61,0
24/07/2008,20,51,0
25/07/2008,21,61,0
26/07/2008,21,57,0
27/07/2008,21,65,0
28/07/2008,21,58,0
29/07/2008,21,54,0
30/07/2008,20,54,0
31/07/2008,21,45,0
01/08/2008,22,53,0
02/08/2008,22,57,0
03/08/2008,22,54,0
04/08/2008,22,54,0
05/08/2008,21,61,0
06/08/2008,20,61,0
07/08/2008,22,45,0
08/08/2008,22,57,0
09/08/2008,21,51,0
10/08/2008,22,54,0
11/08/2008,21,57,0
12/08/2008,21,58,0
13/08/2008,22,54,0
14/08/2008,22,54,0
15/08/2008,21,54,0
16/08/2008,22,34,0
17/08/2008,22,54,0
18/08/2008,22,54,0
19/08/2008,22,57,0
20/08/2008,22,50,0
21/08/2008,21,54,0
22/08/2008,22,57,0
23/08/2008,22,50,0
24/08/2008,21,57,0
25/08/2008,21,57,0
26/08/2008,22,51,0
27/08/2008,22,61,0
28/08/2008,21,47,0
29/08/2008,20,54,0
30/08/2008,20,48,0
31/08/2008,21,47,0
01/09/2008,21,53,0
02/09/2008,21,61,0
03/09/2008,20,61,0
04/09/2008,21,61,0
05/09/2008,21,69,0
06/09/2008,22,73,0
07/09/2008,21,65,0
08/09/2008,21,54,0
09/09/2008,21,57,0
10/09/2008,20,54,0
11/09/2008,22,61,0
12/09/2008,21,50,0
13/09/2008,21,50,0
14/09/2008,21,50,0
15/09/2008,20,50,0
16/09/2008,21,64,0
17/09/2008,19,53,0
18/09/2008,19,61,0
19/09/2008,18,57,0
20/09/2008,20,57,0
21/09/2008,20,51,0
22/09/2008,20,57,0
23/09/2008,19,69,0
24/09/2008,20,73,0
25/09/2008,21,69,0
26/09/2008,20,69,0
27/09/2008,20,57,0
28/09/2008,19,50,0
29/09/2008,21,53,0
30/09/2008,20,60,0
01/10/2008,21,64,0
02/10/2008,19,57,0
03/10/2008,19,53,0
04/10/2008,20,47,0
05/10/2008,19,47,0
06/10/2008,18,53,0
07/10/2008,17,53,0
08/10/2008,20,53,0
09/10/2008,20,60,0
10/10/2008,20,47,0
11/10/2008,21,57,0
12/10/2008,19,61,0
13/10/2008,19,65,0
14/10/2008,20,61,0
15/10/2008,20,61,0
16/10/2008,21,65,0
17/10/2008,21,64,0
18/10/2008,20,53,0
19/10/2008,19,64,0
20/10/2008,18,57,0
21/10/2008,17,57,0
22/10/2008,19,41,0
23/10/2008,19,43,0
24/10/2008,20,50,0
25/10/2008,19,57,0
26/10/2008,20,57,0
27/10/2008,20,57,0
28/10/2008,17,52,0
29/10/2008,15,56,0
30/10/2008,17,49,0
31/10/2008,15,49,0
01/11/2008,13,55,0
02/11/2008,14,52,0
03/11/2008,15,52,0
04/11/2008,16,55,0
05/11/2008,16,60,0
06/11/2008,17,64,0
07/11/2008,16,49,0
08/11/2008,17,59,0
09/11/2008,19,64,0
10/11/2008,17,73,0
11/11/2008,17,68,0
12/11/2008,18,64,0
13/11/2008,18,46,0
14/11/2008,18,56,0
15/11/2008,18,56,0
16/11/2008,18,60,0
17/11/2008,18,60,0
18/11/2008,17,56,0
19/11/2008,16,52,0
20/11/2008,17,56,0
21/11/2008,17,56,0
22/11/2008,17,49,0
23/11/2008,16,56,0
24/11/2008,17,52,0
25/11/2008,15,49,0
26/11/2008,14,48,0
27/11/2008,14,52,0
28/11/2008,15,49,0
29/11/2008,14,55,0
30/11/2008,15,49,0
01/12/2008,14,59,0
02/12/2008,15,48,0
03/12/2008,14,45,0
04/12/2008,15,55,0
05/12/2008,16,60,0
06/12/2008,16,56,0
07/12/2008,16,60,0
08/12/2008,16,68,0
09/12/2008,16,52,0
10/12/2008,13,55,0
11/12/2008,14,59,0
12/12/2008,14,52,0
13/12/2008,13,55,0
14/12/2008,16,56,0
15/12/2008,16,72,0
16/12/2008,14,68,0
17/12/2008,14,59,0
18/12/2008,13,60,0
19/12/2008,15,52,0
20/12/2008,15,55,0
21/12/2008,13,58,0
22/12/2008,12,51,0
23/12/2008,12,44,0
24/12/2008,13,68,0
25/12/2008,15,78,0
26/12/2008,14,73,0
27/12/2008,13,60,0
28/12/2008,15,72,0
29/12/2008,16,77,0
30/12/2008,16,72,0
31/12/2008,15,60,0
